"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"65","the audition: part 4 https://t.co/64rpg8Z6k9",FALSE,3938,NA,2017-04-11 19:36:11,FALSE,NA,"851881582193369088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",384,FALSE,FALSE,NA,NA
"66","the audition: part 3 https://t.co/lEp3kwW5Er",FALSE,3050,NA,2017-04-11 19:35:57,FALSE,NA,"851881524844679168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",700,FALSE,FALSE,NA,NA
"67","the audition: part 2 https://t.co/Ml3JX75COV",FALSE,2147,NA,2017-04-11 19:35:42,FALSE,NA,"851881463729471488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",262,FALSE,FALSE,NA,NA
"68","the audition: part 1 https://t.co/af4j2AcYwK",FALSE,1723,NA,2017-04-11 19:35:26,FALSE,NA,"851881395467112450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",112,FALSE,FALSE,NA,NA
"69","was so good!! cheesy herb bread crumbs on avocado. next cookbook page-earner https://t.co/GVMAhuCAfr",FALSE,6550,NA,2017-04-11 19:23:12,FALSE,NA,"851878317217030144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrissyteigen",307,FALSE,FALSE,NA,NA
"70","i buy 4 hoping for 1 good one https://t.co/reI1vjBvut",FALSE,5360,NA,2017-04-11 18:34:27,FALSE,NA,"851866050186493952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrissyteigen",392,FALSE,FALSE,NA,NA
"71","NO NOOOO TOO SEXY https://t.co/dASzLRHGGH",FALSE,14351,NA,2017-04-11 18:28:57,FALSE,NA,"851864665621581824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",2996,FALSE,FALSE,NA,NA
"72","EROTIC NSFW https://t.co/KTzasCqJlZ",FALSE,31068,NA,2017-04-11 18:23:10,FALSE,NA,"851863209896169472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",8043,FALSE,FALSE,NA,NA
"73","Amazing book. Highly recommend! Amazing dog. Highly recommend! https://t.co/GcuVR9opqi",FALSE,18585,NA,2017-04-11 16:06:27,FALSE,NA,"851828804402139136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",1112,FALSE,FALSE,NA,NA
"74","@jemelehill And now the part where we discredit the victim and ruin his life. Like clockwork.",FALSE,4995,"jemelehill",2017-04-11 14:36:11,FALSE,"851803784556761088","851806086453633025","35586563","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",789,FALSE,FALSE,NA,NA
"75","@ABC @ayyy_west This is so pure and sweet and kind. I am so, so happy my daughter gets to grow up watching @sesamestreet.",FALSE,2002,"ABC",2017-04-11 12:41:52,FALSE,"851517659912916992","851777315860234240","28785486","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",163,FALSE,FALSE,NA,NA
"76","@CharlesPulliam They aren't the today show okay they are the tomorrow show and I love them",FALSE,67,"CharlesPulliam",2017-04-11 12:17:11,FALSE,"851769306060914688","851771105597562880","19189000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",2,FALSE,FALSE,NA,NA
"77","Found the full version. Don't mind me just over here watching bad auditions at 4:30am https://t.co/YzyqMXPoO8",FALSE,3214,NA,2017-04-11 11:38:34,FALSE,NA,"851761389395783680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",509,FALSE,FALSE,NA,NA
"78","Someone please tell me what the action is at the end <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> like what did the casting director tell them to do!? https://t.co/qtq2G2Z9sw",FALSE,3911,NA,2017-04-11 11:29:04,FALSE,NA,"851758995127713792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",455,FALSE,FALSE,NA,NA
"79","@Prisci_alex24 me: wakes up at 6:30am every morning   hmmm",FALSE,2954,"Prisci_alex24",2017-04-11 05:28:50,FALSE,"851666710012731392","851668342360260611","4679205800","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",39,FALSE,FALSE,NA,NA
"80","The wrong kind. Provolone. Not enough punch. I'll get it right next time! https://t.co/HUSGwAYcn5",FALSE,2410,NA,2017-04-11 04:10:22,FALSE,NA,"851648593807028224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",48,FALSE,FALSE,NA,NA
"81","@krisyhead Was just talking about how much I wanna watch it!",FALSE,19,"krisyhead",2017-04-11 04:09:49,FALSE,"851648092180959232","851648454535159808","44703900","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",0,FALSE,FALSE,NA,NA
"82","Oh baby https://t.co/143pzvGLNV",FALSE,9298,NA,2017-04-11 04:07:15,FALSE,NA,"851647810462142464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",687,FALSE,FALSE,NA,NA
"83","Cheesy chicken fried steak. Gotta make a few more times to perfect but ohhhhh man it's gonna be good #cookbookin https://t.co/82bxZsSSlB",FALSE,3914,NA,2017-04-11 04:07:03,FALSE,NA,"851647761770397696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrissyteigen",183,FALSE,FALSE,NA,NA
"84","back to working on the cookbook! which sounds better to your belly? butternut squash spoonbread or pumpkin spoonbre… https://t.co/OuYiLrv8lx",FALSE,2729,NA,2017-04-10 19:54:51,TRUE,NA,"851523894557134850",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrissyteigen",61,FALSE,FALSE,NA,NA
"85","my heart is racing and yet i feel and overwhelming sense of peace and calm !??!?!?!?!?!?!!? https://t.co/26FAOSV5z7",FALSE,13146,NA,2017-04-10 17:20:40,FALSE,NA,"851485094350999552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrissyteigen",1716,FALSE,FALSE,NA,NA
"86","cannot wait to use ""i will re-accommodate your ass"" in my next fight",FALSE,32064,NA,2017-04-10 17:15:19,FALSE,NA,"851483747560022016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrissyteigen",4781,FALSE,FALSE,NA,NA
