"","weight","height","male","educ","physical","stamps","white","black"
"1439",130,67,0,16,1,0,1,0
"1440",122,59,0,9,4,0,1,0
"1441",145,67,0,13,2,0,0,1
"1442",215,69,1,17,3,0,1,0
"1443",200,64,0,8,1,0,0,1
"1444",195,67,1,9,5,0,0,1
"1445",160,69,1,12,4,0,1,0
"1446",185,63,0,14,3,0,0,1
"1447",132,64,0,12,3,0,1,0
"1448",160,68,0,12,3,0,1,0
"1449",130,60,0,14,2,1,0,0
"1450",210,NA,0,2,3,0,0,0
"1451",180,66,0,12,4,0,0,0
"1452",190,NA,0,0,3,0,0,0
"1453",176,65,0,13,4,0,1,0
"1454",155,65,0,11,5,0,0,1
"1455",173,71,1,17,3,0,0,1
"1456",140,63,0,8,1,0,1,0
"1457",164,65,0,9,5,0,1,0
"1458",118,63,0,11,2,0,1,0
"1459",155,67,0,12,1,1,1,0
"1460",120,66,0,12,5,0,1,0
"1461",95,59,0,3,1,0,0,1
"1462",120,NA,0,12,1,0,0,1
"1463",238,68,0,8,1,0,0,1
"1464",118,64,0,12,3,0,1,0
"1465",142,66,0,17,1,0,0,1
"1466",160,66,1,12,3,0,1,0
"1467",100,62,0,11,1,0,1,0
"1468",192,NA,0,9,3,0,0,1
"1469",173,64,0,6,2,0,0,1
"1470",200,69,1,7,1,1,0,1
"1471",155,60,0,12,1,0,1,0
"1472",120,70,1,8,2,0,1,0
"1473",125,64,0,16,4,0,1,0
"1474",146,63,0,9,1,0,1,0
"1475",190,79,1,13,5,0,0,1
"1476",165,67,0,11,1,0,1,0
"1477",145,68,1,8,3,0,1,0
"1478",160,60,0,9,3,0,1,0
"1479",175,63,0,8,5,0,0,1
"1480",155,69,1,15,3,0,1,0
"1481",161,71,1,8,1,0,0,1
"1482",240,69,1,6,1,0,1,0
"1483",147,63,0,11,1,0,0,1
"1484",200,64,0,15,3,1,0,1
"1485",210,70,1,17,5,0,1,0
"1486",155,67,1,9,1,0,0,1
"1487",99,60,0,5,1,0,0,1
"1488",162,70,1,6,2,0,0,1
"1489",115,66,1,8,1,0,1,0
"1490",190,67,0,12,1,0,1,0
"1491",199,68,1,16,4,0,0,1
"1492",185,73,1,16,2,0,1,0
"1493",238,76,1,12,3,0,0,1
"1494",123,64,0,10,5,0,1,0
"1495",97,58,0,17,3,0,0,0
"1496",180,70,1,15,1,0,0,1
"1497",205,67,1,14,1,0,1,0
"1498",155,60,0,12,1,0,1,0
"1499",160,69,1,13,5,0,1,0
"1500",158,69,1,16,2,0,1,0
"1501",177,71,1,11,3,0,1,0
"1502",160,64,0,12,2,0,0,1
"1503",140,65,0,14,4,0,1,0
"1504",135,67,1,16,3,0,1,0
"1505",185,74,1,16,5,0,1,0
"1506",189,65,0,9,4,1,0,1
"1507",105,66,0,13,5,0,1,0
"1508",190,69,1,10,1,0,1,0
"1509",104,60,0,15,5,0,0,0
"1510",175,70,1,8,2,0,1,0
"1511",185,70,1,13,5,0,1,0
"1512",151,67,1,12,3,0,1,0
"1513",147,68,1,13,5,0,1,0
"1514",97,62,0,6,1,0,1,0
"1515",155,71,1,8,4,0,1,0
"1516",150,66,1,11,2,0,1,0
"1517",148,63,0,12,3,0,1,0
"1518",175,62,0,12,1,0,1,0
"1519",165,69,1,15,3,0,1,0
"1520",170,65,0,12,2,0,1,0
"1521",135,71,0,8,1,0,1,0
"1522",115,67,0,12,2,0,1,0
"1523",135,62,0,15,1,0,1,0
"1524",162,67,1,13,4,0,0,0
"1525",150,63,0,12,1,0,1,0
"1526",128,62,0,11,3,0,1,0
"1527",NA,60,0,12,1,0,1,0
"1528",190,71,1,12,4,0,1,0
"1529",163,66,1,14,5,0,1,0
"1530",180,67,0,5,1,0,1,0
"1531",100,59,0,8,1,0,1,0
"1532",185,69,0,9,1,1,0,1
"1533",200,63,0,11,3,1,0,1
"1534",139,60,0,9,3,0,0,1
"1535",210,72,1,3,1,0,0,1
"1536",185,65,0,11,1,0,0,1
"1537",290,70,0,14,3,1,0,1
"1538",158,63,0,12,1,0,1,0
"1539",120,66,0,12,5,0,1,0
"1540",135,69,0,12,4,0,1,0
"1541",120,65,0,12,1,0,0,0
"1542",202,64,0,10,4,0,0,1
"1543",155,65,0,12,3,0,1,0
"1544",123,64,0,12,4,0,1,0
"1545",159,66,0,7,1,0,0,1
"1546",216,64,0,1,3,0,0,1
"1547",120,63,0,13,3,0,1,0
"1548",145,64,0,6,4,0,0,1
"1549",190,64,0,9,1,0,1,0
"1550",185,NA,0,8,3,1,1,0
"1551",210,73,1,9,4,0,1,0
"1552",90,58,0,11,3,0,1,0
"1553",169,71,0,13,5,0,1,0
"1554",123,62,0,12,1,0,1,0
"1555",125,67,0,12,5,0,1,0
"1556",205,67,1,14,2,0,1,0
"1557",129,64,0,12,3,0,0,0
"1558",181,66,0,15,3,0,0,1
"1559",110,62,0,14,3,0,1,0
"1560",140,63,0,14,4,0,1,0
"1561",165,67,1,11,5,0,1,0
"1562",140,65,0,12,4,0,1,0
"1563",180,73,1,16,4,0,1,0
"1564",120,65,0,17,5,0,1,0
"1565",100,66,0,12,3,0,1,0
"1566",180,71,1,12,3,0,1,0
"1567",155,65,0,12,5,0,1,0
"1568",165,65,1,10,1,1,0,1
"1569",160,67,0,17,4,0,0,1
"1570",135,69,0,9,1,0,1,0
"1571",168,71,1,8,3,0,1,0
"1572",215,75,1,12,1,0,1,0
"1573",165,73,1,17,5,0,1,0
"1574",150,60,0,4,3,0,0,1
"1575",135,62,0,13,3,0,0,0
"1576",235,63,0,4,3,0,0,1
"1577",160,70,1,7,5,0,0,1
"1578",156,66,1,4,3,0,0,1
"1579",165,66,0,16,5,0,1,0
"1580",140,68,1,17,3,0,1,0
"1581",165,66,0,12,2,0,1,0
"1582",135,65,1,12,5,0,0,0
"1583",159,64,0,14,5,0,0,1
"1584",115,63,0,9,2,0,1,0
"1585",185,73,1,11,1,0,1,0
"1586",152,66,0,13,1,0,0,1
"1587",195,79,0,12,1,0,1,0
"1588",240,67,1,10,3,0,1,0
"1589",214,71,1,10,3,0,0,1
"1590",174,65,1,10,3,0,1,0
"1591",185,77,1,17,1,0,1,0
"1592",245,74,1,14,3,0,1,0
"1593",NA,62,0,12,3,0,1,0
"1594",124,64,0,12,4,0,1,0
"1595",178,62,0,6,3,0,0,1
"1596",180,64,0,9,4,0,0,1
"1597",165,72,1,7,4,0,1,0
"1598",150,65,1,9,1,0,1,0
"1599",110,64,0,17,4,0,1,0
"1600",125,66,0,12,1,0,1,0
"1601",135,63,0,5,1,0,0,0
"1602",160,62,0,12,2,0,1,0
"1603",180,70,1,14,5,0,0,0
"1604",120,NA,0,13,1,0,1,0
"1605",185,70,0,12,1,0,0,1
"1606",170,68,1,14,4,0,1,0
"1607",150,66,1,12,4,0,1,0
"1608",123,63,0,12,1,0,1,0
"1609",120,64,0,0,1,0,0,1
"1610",120,67,0,12,1,1,0,1
"1611",265,71,1,7,3,0,1,0
"1612",300,64,0,12,1,0,1,0
"1613",160,62,0,12,1,0,1,0
"1614",175,67,1,12,1,0,1,0
"1615",150,71,1,7,1,0,1,0
"1616",160,67,0,12,1,0,1,0
"1617",205,71,1,8,3,0,1,0
"1618",135,64,0,16,5,0,1,0
"1619",155,70,1,12,2,0,0,1
"1620",110,61,0,14,2,0,1,0
"1621",115,64,0,10,1,0,1,0
"1622",113,63,1,14,4,0,1,0
"1623",112,63,0,14,3,0,0,1
"1624",200,71,1,12,5,0,1,0
"1625",140,60,0,15,3,0,0,0
"1626",170,70,1,11,5,0,1,0
"1627",155,69,1,12,5,0,1,0
"1628",172,64,0,13,1,0,1,0
"1629",128,58,0,12,1,0,1,0
"1630",180,67,1,12,1,0,1,0
"1631",145,66,0,12,2,0,1,0
"1632",130,64,0,12,2,0,1,0
"1633",190,70,1,10,1,0,1,0
"1634",175,72,1,12,1,0,1,0
"1635",150,71,1,12,2,0,0,1
"1636",190,63,0,11,2,0,1,0
"1637",200,69,1,11,2,0,0,1
"1638",101,60,0,2,1,1,0,1
"1639",180,64,0,11,3,0,1,0
"1640",210,74,1,12,3,0,0,0
"1641",158,61,0,16,3,0,0,1
"1642",120,63,0,15,5,0,0,1
"1643",140,63,0,12,2,0,1,0
"1644",165,71,1,13,4,0,1,0
"1645",160,63,0,14,1,0,1,0
"1646",110,63,0,13,4,0,1,0
"1647",150,64,0,16,1,0,1,0
"1648",196,70,1,12,4,0,1,0
"1649",150,63,0,17,2,0,1,0
"1650",116,61,0,12,3,1,0,1
"1651",155,67,0,7,1,0,0,1
"1652",119,62,0,14,1,0,1,0
"1653",205,72,1,12,5,0,1,0
"1654",160,71,1,8,2,0,1,0
"1655",170,64,1,16,5,0,1,0
"1656",130,72,0,9,4,1,0,1
"1657",158,67,0,17,3,0,0,1
"1658",145,65,1,4,3,0,0,1
"1659",165,72,1,17,5,0,1,0
"1660",155,65,0,16,2,0,0,1
"1661",142,67,0,12,1,0,1,0
"1662",115,60,0,11,1,0,1,0
"1663",235,71,1,12,2,0,1,0
"1664",163,68,0,10,3,0,0,1
"1665",195,67,0,9,3,0,0,1
"1666",200,72,1,12,3,0,1,0
"1667",149,69,0,12,3,0,1,0
"1668",137,65,0,12,3,0,0,0
"1669",230,68,1,8,1,0,1,0
"1670",161,63,0,6,1,0,0,1
"1671",200,63,0,5,2,0,0,1
"1672",140,71,1,8,1,0,0,1
"1673",98,62,0,13,5,0,1,0
"1674",186,72,1,14,4,0,0,1
"1675",130,62,0,12,1,0,1,0
"1676",130,67,0,15,3,0,1,0
"1677",136,65,0,10,2,0,0,1
"1678",120,61,0,14,5,0,0,0
"1679",135,67,1,14,5,0,1,0
"1680",145,68,1,9,2,0,0,1
"1681",175,69,1,12,2,0,1,0
"1682",112,62,0,12,5,0,0,1
"1683",200,76,1,12,5,0,1,0
"1684",210,67,0,15,2,0,0,1
"1685",168,63,0,6,3,0,1,0
"1686",165,67,0,12,5,0,1,0
"1687",267,68,0,9,3,0,1,0
"1688",149,65,0,8,1,0,1,0
"1689",150,65,0,16,4,0,0,1
"1690",122,59,0,8,3,0,1,0
"1691",190,71,1,14,1,0,1,0
"1692",250,62,0,12,2,0,0,1
"1693",145,66,0,10,1,0,1,0
"1694",195,69,0,14,4,0,1,0
"1695",246,78,1,4,1,0,0,1
"1696",190,62,0,10,3,0,0,1
"1697",190,68,1,12,1,0,1,0
"1698",195,72,1,14,5,0,1,0
"1699",140,60,0,9,4,0,0,1
"1700",115,62,0,12,3,0,1,0
"1701",200,68,1,14,2,0,1,0
"1702",180,70,0,15,1,0,1,0
"1703",126,63,0,12,5,0,1,0
"1704",189,71,1,12,5,0,1,0
"1705",200,64,0,12,5,0,1,0
"1706",160,70,1,12,4,1,0,1
"1707",190,74,1,12,3,0,1,0
"1708",135,64,1,1,1,0,0,0
"1709",185,62,1,4,1,0,0,0
"1710",155,64,0,13,2,0,1,0
"1711",130,67,0,8,3,0,1,0
"1712",152,65,0,12,1,0,1,0
"1713",108,64,0,12,2,0,0,1
"1714",165,70,1,17,3,0,1,0
"1715",124,66,0,14,5,0,1,0
"1716",100,63,0,13,4,0,0,0
"1717",205,64,0,8,1,0,1,0
"1718",160,70,1,13,5,0,1,0
"1719",225,66,0,10,2,1,0,1
"1720",247,71,0,10,1,1,0,1
"1721",135,62,0,12,2,1,0,1
"1722",195,72,1,7,2,0,1,0
"1723",180,65,0,8,1,0,0,1
"1724",125,67,0,11,4,0,1,0
"1725",289,72,1,12,1,0,1,0
"1726",150,72,1,16,5,0,1,0
"1727",212,64,0,15,3,0,1,0
"1728",112,65,0,15,5,0,0,1
"1729",175,62,0,11,1,0,0,1
"1730",129,64,0,12,5,0,1,0
"1731",105,61,0,8,1,0,1,0
"1732",143,65,0,12,3,0,1,0
"1733",135,68,1,12,3,0,1,0
"1734",120,64,0,12,4,0,1,0
"1735",175,71,1,12,3,0,0,1
"1736",172,73,1,17,5,0,1,0
"1737",150,68,0,14,3,0,1,0
"1738",198,60,0,6,1,0,0,1
"1739",200,67,0,5,3,1,0,1
"1740",165,71,1,5,1,0,1,0
"1741",140,67,0,15,1,0,1,0
"1742",200,67,1,11,2,0,1,0
"1743",120,64,0,16,5,0,1,0
"1744",155,71,1,7,1,0,0,1
"1745",180,66,0,0,4,1,0,1
"1746",176,73,1,17,5,0,0,0
"1747",185,63,0,11,3,0,1,0
"1748",135,64,0,17,2,0,1,0
"1749",135,64,1,10,1,0,1,0
"1750",190,71,1,10,4,0,0,1
"1751",180,74,1,11,5,0,1,0
"1752",162,71,1,3,3,0,0,1
"1753",162,66,0,12,1,0,1,0
"1754",130,63,0,12,4,0,1,0
"1755",230,70,0,17,1,0,1,0
"1756",110,63,0,12,5,0,0,1
"1757",103,60,0,12,3,0,1,0
"1758",140,68,1,7,3,0,1,0
"1759",190,73,1,17,4,0,0,1
"1760",175,60,1,14,1,0,1,0
"1761",140,64,0,16,4,0,1,0
"1762",135,61,0,7,1,1,1,0
"1763",100,61,0,12,3,0,0,0
"1764",180,62,0,8,1,0,0,1
"1765",150,64,0,17,5,0,1,0
"1766",190,67,0,8,3,0,1,0
"1767",100,65,0,14,1,0,1,0
"1768",125,63,0,17,1,0,1,0
"1769",163,63,0,12,5,0,1,0
"1770",150,59,0,14,1,0,1,0
"1771",260,75,1,17,2,0,1,0
"1772",169,64,0,12,3,0,1,0
"1773",145,64,0,5,1,0,1,0
"1774",145,71,1,2,1,0,1,0
"1775",170,65,0,12,1,0,1,0
"1776",172,69,1,14,2,0,1,0
"1777",120,64,0,13,2,0,1,0
"1778",176,71,1,12,2,0,0,1
"1779",150,64,0,12,5,0,0,0
"1780",225,71,1,12,3,0,1,0
"1781",341,67,0,10,1,0,0,1
"1782",130,65,0,3,2,1,0,1
"1783",170,62,0,8,1,1,0,1
"1784",200,67,0,12,1,0,1,0
"1785",215,73,1,12,5,0,1,0
"1786",185,69,1,15,5,0,0,1
"1787",101,61,0,12,5,0,1,0
"1788",140,64,0,10,1,1,0,1
"1789",200,65,0,6,3,0,0,1
"1790",110,64,0,11,2,1,1,0
"1791",120,66,0,9,1,0,0,1
"1792",124,60,0,1,3,0,0,1
"1793",180,68,1,14,2,0,1,0
"1794",178,61,1,12,5,0,1,0
"1795",140,61,0,6,3,0,0,0
"1796",210,77,1,6,5,0,0,1
"1797",245,67,0,8,3,0,0,1
"1798",240,67,0,8,2,0,0,1
"1799",136,64,0,15,5,1,0,0
"1800",200,67,0,10,2,0,1,0
"1801",167,63,0,11,4,0,1,0
"1802",123,63,0,11,2,1,0,1
"1803",230,76,1,12,3,0,1,0
"1804",145,65,0,12,3,1,0,1
"1805",170,65,0,12,1,0,1,0
"1806",189,71,1,12,2,0,1,0
"1807",190,71,1,8,3,0,0,1
"1808",140,62,0,11,5,0,0,1
"1809",222,72,1,12,3,0,1,0
"1810",129,60,0,16,5,0,1,0
"1811",180,67,0,15,1,0,0,1
"1812",135,63,0,12,2,0,1,0
"1813",173,63,0,10,1,0,1,0
"1814",NA,62,0,8,3,0,1,0
"1815",180,64,0,14,5,0,1,0
"1816",185,66,1,2,3,0,0,1
"1817",205,73,1,12,5,0,1,0
"1818",140,63,0,8,3,0,1,0
"1819",161,64,0,5,3,0,1,0
"1820",175,71,1,6,1,0,1,0
"1821",160,71,1,17,3,0,1,0
"1822",140,69,1,16,4,0,1,0
"1823",165,71,1,17,5,0,1,0
"1824",136,66,0,14,1,0,0,1
"1825",200,63,1,12,1,0,1,0
"1826",110,61,0,11,3,0,1,0
"1827",160,70,1,12,2,0,1,0
"1828",235,66,0,14,5,0,1,0
"1829",172,68,1,12,5,0,1,0
"1830",155,66,0,12,5,0,1,0
"1831",170,70,1,12,5,0,1,0
"1832",180,65,0,10,4,1,0,1
"1833",190,65,0,12,2,0,1,0
"1834",115,64,0,13,1,0,1,0
"1835",110,64,0,12,5,0,1,0
"1836",155,66,0,13,1,0,1,0
"1837",180,70,1,16,5,0,1,0
"1838",152,62,0,12,1,0,0,1
"1839",165,64,0,16,1,0,1,0
"1840",157,63,0,13,2,0,1,0
"1841",155,71,1,16,3,0,1,0
"1842",140,63,0,17,5,0,1,0
"1843",144,58,0,16,5,0,1,0
"1844",119,66,0,14,5,0,1,0
"1845",215,68,1,9,3,0,1,0
"1846",175,66,1,11,1,0,1,0
"1847",185,71,1,10,1,0,1,0
"1848",131,64,0,10,4,0,1,0
"1849",165,69,1,11,3,0,1,0
"1850",110,61,0,12,4,0,1,0
"1851",165,66,0,17,1,0,1,0
"1852",126,61,0,10,1,0,1,0
"1853",146,64,0,13,5,0,1,0
"1854",135,63,0,14,3,0,0,1
"1855",130,62,0,17,3,0,0,1
"1856",163,65,0,6,1,0,0,1
"1857",195,72,1,14,3,0,1,0
"1858",180,69,1,17,5,0,0,1
"1859",181,69,1,12,5,0,1,0
"1860",153,67,1,17,2,0,0,0
"1861",112,65,0,14,2,0,1,0
"1862",175,67,0,9,1,0,0,1
"1863",168,72,1,8,4,0,1,0
"1864",160,60,0,12,4,0,1,0
"1865",205,76,1,17,5,0,1,0
"1866",217,72,1,7,2,0,1,0
"1867",128,64,0,12,3,0,1,0
"1868",150,66,0,12,3,0,1,0
"1869",205,NA,1,16,4,0,1,0
"1870",155,65,0,12,4,0,1,0
"1871",300,74,1,7,1,0,1,0
"1872",159,69,1,10,2,0,0,1
"1873",127,66,0,12,5,0,1,0
"1874",140,64,0,8,1,0,0,1
"1875",226,62,0,12,1,0,0,1
"1876",140,62,0,12,1,0,1,0
"1877",190,70,1,12,1,0,1,0
"1878",155,67,0,15,3,0,0,1
"1879",243,67,0,12,1,0,1,0
"1880",190,64,0,11,3,0,1,0
"1881",NA,61,0,12,3,0,1,0
"1882",118,63,0,0,2,0,0,0
"1883",187,64,0,12,3,0,0,0
"1884",156,72,1,12,2,0,1,0
"1885",229,71,1,11,2,0,0,1
"1886",145,69,1,12,5,0,1,0
"1887",115,59,0,12,4,0,0,0
"1888",156,65,0,11,4,1,0,1
"1889",130,64,0,12,5,0,1,0
"1890",125,66,0,12,4,0,1,0
"1891",179,63,0,12,3,0,0,1
"1892",158,61,0,7,3,1,0,1
"1893",170,NA,1,1,1,0,0,1
"1894",125,71,1,12,3,0,0,0
"1895",160,66,0,17,3,0,1,0
"1896",160,67,0,12,5,0,0,1
"1897",170,63,0,12,2,0,0,1
"1898",149,63,0,10,1,0,0,1
"1899",220,65,1,0,3,0,0,1
"1900",195,68,0,8,3,0,1,0
"1901",193,73,1,16,5,0,0,1
"1902",155,63,0,17,1,0,1,0
"1903",199,67,1,14,3,0,1,0
"1904",156,68,1,3,2,0,0,1
"1905",150,65,0,14,3,1,0,1
"1906",160,64,0,6,1,0,0,1
"1907",143,59,0,12,1,0,1,0
"1908",150,65,0,12,3,0,1,0
"1909",150,67,1,13,3,0,0,1
"1910",155,68,0,16,3,0,1,0
"1911",255,75,1,7,3,1,0,0
"1912",175,69,1,10,1,0,1,0
"1913",127,66,1,11,3,0,1,0
"1914",170,67,1,12,4,0,1,0
"1915",158,63,0,12,2,0,1,0
"1916",160,69,1,12,2,0,1,0
"1917",245,74,1,16,5,0,1,0
"1918",175,62,0,7,2,0,1,0
"1919",185,71,1,14,3,0,1,0
"1920",160,65,0,14,4,0,1,0
"1921",117,60,0,7,1,0,1,0
"1922",169,66,1,12,4,0,1,0
"1923",115,62,0,10,1,0,1,0
"1924",160,66,0,11,1,0,0,1
"1925",190,64,0,12,1,0,0,1
"1926",218,71,1,7,2,0,0,1
"1927",165,71,1,8,5,0,0,0
"1928",120,62,0,11,1,1,1,0
"1929",190,70,1,12,2,0,1,0
"1930",108,61,0,12,5,0,1,0
"1931",255,70,1,12,5,0,1,0
"1932",264,64,0,8,3,0,0,1
"1933",185,64,0,9,4,0,0,1
"1934",206,72,1,6,5,0,1,0
"1935",300,70,0,14,3,0,1,0
"1936",195,70,1,15,3,0,0,1
"1937",205,73,1,16,4,0,1,0
"1938",190,72,1,16,3,0,1,0
"1939",128,66,0,6,1,0,0,1
"1940",145,66,0,12,2,1,0,1
"1941",110,60,0,2,1,0,0,0
"1942",170,64,1,17,1,0,0,0
"1943",155,67,1,12,1,0,1,0
"1944",140,66,1,10,4,0,1,0
"1945",180,62,0,7,1,0,0,1
"1946",118,61,0,5,1,0,0,1
"1947",185,67,0,12,3,0,1,0
"1948",218,65,0,14,3,0,0,1
"1949",165,70,1,12,5,0,0,1
"1950",174,73,1,13,3,0,0,1
"1951",175,71,1,12,5,0,1,0
"1952",125,62,0,16,3,0,1,0
"1953",160,62,0,17,4,0,1,0
"1954",156,68,1,17,4,0,1,0
"1955",150,65,0,12,3,0,1,0
"1956",172,67,1,10,3,0,1,0
"1957",148,65,0,12,3,0,1,0
"1958",150,64,0,12,1,0,1,0
"1959",185,71,1,3,1,0,0,1
"1960",130,69,1,12,2,0,1,0
"1961",136,63,0,7,3,0,1,0
"1962",170,64,0,12,1,0,0,1
"1963",160,67,0,7,3,1,0,1
"1964",155,71,1,7,1,0,0,1
"1965",125,63,0,12,2,0,1,0
"1966",173,63,0,12,5,0,1,0
"1967",155,67,1,12,4,0,1,0
"1968",107,64,0,15,3,0,1,0
"1969",142,68,0,15,1,0,1,0
"1970",175,72,1,8,3,0,1,0
"1971",220,68,1,15,1,0,0,1
"1972",NA,72,1,16,3,0,1,0
"1973",115,65,0,12,1,0,1,0
"1974",180,66,0,17,1,0,1,0
"1975",166,62,0,8,3,1,0,1
"1976",120,67,0,17,1,0,0,1
"1977",122,68,0,14,3,1,0,1
"1978",110,65,0,17,5,0,1,0
"1979",165,72,1,12,4,0,1,0
"1980",174,62,0,7,1,0,1,0
"1981",110,59,0,11,3,0,1,0
"1982",145,65,1,5,2,0,0,1
"1983",136,65,0,12,3,0,1,0
"1984",185,67,0,11,1,0,0,1
"1985",210,71,1,14,4,0,1,0
"1986",170,71,1,16,3,0,1,0
"1987",152,63,0,12,3,0,1,0
"1988",140,62,0,12,5,0,1,0
"1989",140,63,0,14,3,0,1,0
"1990",220,67,1,3,3,0,1,0
"1991",180,72,1,17,4,0,1,0
"1992",148,63,0,15,4,0,0,1
"1993",NA,62,0,12,1,0,0,1
"1994",155,68,1,8,1,0,0,1
"1995",185,67,0,15,5,0,0,1
"1996",130,63,0,13,4,0,0,1
"1997",227,67,0,11,1,0,1,0
"1998",240,64,1,3,2,0,0,1
"1999",170,70,1,12,5,0,1,0
"2000",170,63,0,12,1,0,0,1
"2001",140,67,1,13,3,0,0,1
"2002",190,68,0,8,2,0,1,0
"2003",128,63,0,17,3,0,1,0
"2004",200,74,1,13,4,0,1,0
"2005",180,65,0,12,4,0,1,0
"2006",145,66,0,12,5,0,1,0
"2007",155,67,1,14,2,0,0,0
"2008",168,70,0,12,1,0,1,0
"2009",185,71,1,17,4,0,1,0
"2010",154,62,0,16,5,0,1,0
"2011",214,72,1,4,1,0,0,1
"2012",137,64,1,9,1,0,0,1
"2013",210,65,0,12,1,0,0,1
"2014",122,66,0,8,3,0,1,0
"2015",160,71,0,12,1,0,0,0
"2016",164,NA,0,10,1,0,0,0
"2017",181,70,1,13,1,0,0,0
"2018",130,62,0,10,1,0,0,0
"2019",175,71,1,12,1,0,0,1
"2020",190,61,0,9,3,1,0,0
"2021",122,64,1,8,2,0,0,0
"2022",185,71,1,16,3,0,1,0
"2023",148,71,1,7,2,0,1,0
"2024",201,62,0,9,1,0,0,0
"2025",94,60,0,12,1,0,1,0
"2026",230,66,1,9,3,0,1,0
"2027",130,65,0,13,1,0,0,1
"2028",135,65,0,13,4,0,1,0
"2029",140,66,0,13,2,0,0,0
"2030",155,67,1,6,2,0,0,0
"2031",140,64,0,13,2,0,1,0
"2032",85,64,0,3,1,1,0,0
"2033",240,63,0,7,4,0,0,1
"2034",150,65,0,14,4,0,1,0
"2035",210,75,1,14,4,0,1,0
"2036",115,62,0,12,2,1,0,0
"2037",128,62,0,13,3,0,1,0
"2038",126,65,0,12,2,0,1,0
"2039",105,63,0,12,3,0,1,0
"2040",180,62,0,10,5,1,0,0
"2041",145,64,0,5,2,0,1,0
"2042",176,63,0,12,3,0,0,1
"2043",175,67,0,9,1,0,1,0
"2044",160,75,1,12,5,0,1,0
"2045",NA,NA,0,12,2,0,0,1
"2046",105,62,0,12,1,0,0,0
"2047",160,62,0,12,3,0,1,0
"2048",130,63,0,12,3,0,1,0
"2049",121,64,0,5,1,0,0,1
"2050",185,74,1,0,3,1,1,0
"2051",198,67,1,8,3,0,1,0
"2052",155,66,0,11,4,0,1,0
"2053",138,62,1,8,3,0,0,1
"2054",145,62,0,14,4,0,1,0
"2055",175,66,0,12,2,0,1,0
"2056",200,70,0,12,2,0,1,0
"2057",135,62,0,9,1,0,1,0
"2058",175,72,1,14,3,0,1,0
"2059",105,62,0,3,1,0,0,1
"2060",190,63,0,4,1,0,0,1
"2061",221,69,1,7,3,0,0,1
"2062",125,63,0,17,5,0,1,0
"2063",153,67,0,13,5,0,1,0
"2064",130,60,0,4,1,1,0,1
"2065",220,62,0,3,2,1,0,1
"2066",140,62,0,10,1,1,0,1
"2067",138,66,0,14,3,0,1,0
"2068",118,62,0,14,3,0,1,0
"2069",225,69,1,12,2,0,1,0
"2070",135,61,0,12,5,0,1,0
"2071",235,74,1,13,1,0,1,0
"2072",130,67,1,12,1,0,1,0
"2073",215,69,1,12,1,0,1,0
"2074",110,60,0,14,5,0,0,1
"2075",139,68,0,12,3,0,1,0
"2076",170,68,1,13,2,0,0,0
"2077",206,69,0,8,1,0,0,1
"2078",167,71,1,14,5,0,1,0
"2079",190,68,1,4,1,0,0,0
"2080",250,NA,0,9,1,1,0,1
"2081",178,64,0,8,5,0,1,0
"2082",150,62,0,13,2,0,1,0
"2083",135,68,0,8,3,0,1,0
"2084",185,71,1,12,3,0,1,0
"2085",180,73,1,8,3,0,1,0
"2086",134,62,0,12,1,0,1,0
"2087",170,72,1,4,4,0,1,0
"2088",125,68,0,12,5,0,1,0
"2089",160,65,0,8,1,0,1,0
"2090",128,63,0,12,4,0,1,0
"2091",165,NA,1,17,2,0,0,1
"2092",170,67,1,15,2,0,1,0
"2093",168,71,1,17,4,0,1,0
"2094",140,70,1,14,2,0,1,0
"2095",155,64,0,8,5,0,1,0
"2096",148,68,1,10,3,0,1,0
"2097",137,64,0,5,1,0,0,1
"2098",128,67,0,12,5,0,1,0
"2099",205,66,1,5,3,0,0,1
"2100",115,62,0,7,3,0,0,1
"2101",175,71,1,14,5,0,0,1
"2102",110,62,0,16,2,0,0,0
"2103",195,73,1,12,1,0,1,0
"2104",140,63,0,11,1,0,1,0
"2105",188,67,0,12,3,0,0,1
"2106",106,61,0,14,5,0,0,1
"2107",195,69,1,15,5,0,0,1
"2108",175,69,1,12,3,0,1,0
"2109",210,69,1,16,3,0,1,0
"2110",172,66,0,12,5,0,1,0
"2111",117,62,0,12,3,0,1,0
"2112",160,68,1,5,3,0,0,1
"2113",150,68,0,17,5,0,1,0
"2114",210,69,1,6,1,0,0,1
"2115",135,67,0,17,5,0,1,0
"2116",150,66,0,7,1,0,1,0
"2117",180,72,1,12,1,0,1,0
"2118",185,72,1,12,5,0,1,0
"2119",118,59,0,12,3,0,0,1
"2120",180,74,1,4,3,0,0,1
"2121",136,66,0,16,3,0,1,0
"2122",170,67,0,11,1,0,0,1
"2123",165,68,1,14,3,0,0,1
"2124",185,67,1,15,2,0,0,1
"2125",126,64,0,12,3,0,0,0
"2126",156,68,0,15,4,0,1,0
"2127",200,65,1,16,5,0,1,0
"2128",115,60,0,16,2,0,1,0
"2129",160,70,1,12,4,0,1,0
"2130",128,61,0,14,3,0,1,0
"2131",245,73,1,6,5,0,0,1
"2132",210,72,1,14,4,0,0,1
"2133",220,73,1,14,2,0,1,0
"2134",170,69,0,12,5,0,0,1
"2135",155,71,1,6,5,0,0,1
