"","weight","height","male","educ","physical","stamps","white","black"
"2834",145,74,1,4,3,1,0,1
"2835",145,69,1,16,5,0,1,0
"2836",117,63,0,9,3,0,1,0
"2837",190,65,1,14,1,0,1,0
"2838",180,73,1,16,5,0,1,0
"2839",150,69,1,14,3,0,1,0
"2840",123,63,0,12,5,0,1,0
"2841",178,66,1,16,5,0,1,0
"2842",197,72,1,16,5,0,1,0
"2843",NA,64,0,16,1,0,0,0
"2844",150,64,0,10,4,0,1,0
"2845",160,64,0,1,1,0,0,0
"2846",120,60,0,0,5,1,0,0
"2847",165,64,0,11,3,0,0,1
"2848",107,61,0,14,5,0,0,1
"2849",129,61,0,12,1,0,0,1
"2850",184,67,1,10,3,0,1,0
"2851",200,70,1,12,4,0,0,1
"2852",228,75,1,14,4,0,1,0
"2853",97,59,0,0,1,0,0,0
"2854",120,62,0,9,1,0,0,0
"2855",NA,NA,1,12,4,0,0,1
"2856",159,62,0,0,3,1,0,0
"2857",100,58,0,16,3,0,0,0
"2858",150,69,1,16,4,0,1,0
"2859",150,60,0,17,4,0,0,0
"2860",134,62,0,12,1,0,1,0
"2861",127,64,0,5,1,0,1,0
"2862",200,65,0,9,3,0,1,0
"2863",148,66,1,8,1,0,1,0
"2864",123,66,0,12,1,0,1,0
"2865",215,68,1,12,2,0,0,1
"2866",145,69,1,13,3,0,1,0
"2867",156,66,0,17,2,0,1,0
"2868",175,69,0,17,5,0,1,0
"2869",180,71,1,17,4,0,1,0
"2870",105,60,0,12,5,0,1,0
"2871",142,61,1,0,1,0,0,0
"2872",190,70,1,8,3,0,1,0
"2873",185,67,1,8,5,0,1,0
"2874",210,75,1,16,2,0,1,0
"2875",93,59,0,11,1,0,1,0
"2876",150,63,0,13,3,0,1,0
"2877",183,66,1,12,1,0,0,0
"2878",160,67,0,12,3,0,1,0
"2879",162,60,0,0,1,0,0,0
"2880",165,67,1,17,2,0,1,0
"2881",125,63,0,12,3,0,0,0
"2882",135,62,0,12,4,0,1,0
"2883",135,63,0,14,1,0,1,0
"2884",185,73,1,10,3,0,0,1
"2885",190,71,0,11,1,1,1,0
"2886",138,60,0,7,3,0,0,0
"2887",122,62,0,8,3,0,0,0
"2888",129,56,0,8,1,0,0,0
"2889",118,66,0,11,3,0,1,0
"2890",200,67,0,10,1,0,0,1
"2891",119,65,0,5,1,0,0,1
"2892",165,66,0,16,1,0,1,0
"2893",NA,NA,0,5,1,0,0,1
"2894",180,73,1,12,2,0,1,0
"2895",260,73,1,14,2,0,1,0
"2896",160,64,0,12,1,0,1,0
"2897",130,62,0,7,4,0,1,0
"2898",115,64,0,11,2,0,1,0
"2899",180,62,0,8,1,0,1,0
"2900",140,66,0,12,1,0,1,0
"2901",180,67,0,12,5,0,1,0
"2902",170,71,1,17,4,0,0,1
"2903",85,62,0,12,2,0,1,0
"2904",210,66,0,12,3,0,1,0
"2905",200,71,1,12,5,0,0,1
"2906",160,68,1,16,4,0,1,0
"2907",175,71,1,14,4,0,1,0
"2908",165,67,1,16,5,0,0,0
"2909",190,76,1,14,5,0,1,0
"2910",150,63,0,12,4,0,1,0
"2911",160,63,0,12,3,1,1,0
"2912",140,61,0,17,5,0,1,0
"2913",153,63,1,11,4,0,0,1
"2914",196,78,1,7,2,0,0,1
"2915",350,77,1,15,3,0,1,0
"2916",125,63,0,8,3,0,0,1
"2917",180,68,1,5,4,0,0,1
"2918",164,71,1,14,2,0,1,0
"2919",221,71,1,3,3,0,0,1
"2920",114,62,0,7,2,0,1,0
"2921",195,69,1,12,5,0,1,0
"2922",151,63,0,9,2,0,1,0
"2923",180,72,1,7,3,0,1,0
"2924",168,66,0,14,2,0,0,1
"2925",190,72,1,10,4,0,0,1
"2926",174,70,1,17,5,0,0,1
"2927",187,73,1,16,3,0,1,0
"2928",167,69,1,8,2,0,1,0
"2929",135,65,0,12,5,0,1,0
"2930",120,64,0,13,3,0,1,0
"2931",134,63,0,8,3,0,0,1
"2932",165,65,0,11,1,0,0,1
"2933",118,62,0,12,1,0,1,0
"2934",203,63,0,13,4,1,1,0
"2935",200,70,0,12,5,0,0,1
"2936",200,64,0,10,3,0,1,0
"2937",180,67,1,12,1,0,1,0
"2938",140,58,0,17,3,0,0,1
"2939",130,68,1,14,3,0,0,1
"2940",260,66,0,8,1,0,0,1
"2941",100,62,0,12,3,1,0,0
"2942",155,66,0,12,3,0,0,1
"2943",145,65,0,16,5,0,1,0
"2944",165,60,0,8,3,0,1,0
"2945",138,61,0,11,2,0,1,0
"2946",129,NA,0,4,1,0,0,0
"2947",190,69,1,12,2,0,0,1
"2948",130,67,0,12,3,1,0,1
"2949",140,59,0,9,1,0,1,0
"2950",142,65,0,12,3,0,1,0
"2951",118,64,0,17,2,0,0,0
"2952",224,65,0,14,4,0,0,1
"2953",154,62,0,12,1,0,0,1
"2954",160,67,0,12,3,0,0,1
"2955",140,63,0,13,5,0,1,0
"2956",150,62,1,14,1,0,0,1
"2957",180,68,1,16,3,0,0,1
"2958",155,72,1,12,3,0,1,0
"2959",118,64,0,12,1,0,1,0
"2960",140,67,0,12,2,0,1,0
"2961",117,62,0,8,3,0,1,0
"2962",195,71,1,7,2,0,0,1
"2963",170,63,0,12,4,0,1,0
"2964",144,65,0,12,1,0,1,0
"2965",140,70,1,16,4,0,1,0
"2966",140,66,0,9,3,0,1,0
"2967",210,70,1,12,4,0,1,0
"2968",175,69,1,17,3,0,1,0
"2969",130,65,1,11,3,0,1,0
"2970",220,71,1,17,2,0,1,0
"2971",145,67,1,11,4,0,1,0
"2972",136,65,0,10,4,1,0,1
"2973",150,68,0,16,3,0,1,0
"2974",160,67,1,16,3,0,1,0
"2975",123,65,0,12,1,0,1,0
"2976",190,74,1,17,3,0,1,0
"2977",160,67,0,12,1,0,1,0
"2978",145,67,0,17,3,0,1,0
"2979",190,71,1,15,3,0,1,0
"2980",195,67,1,14,1,0,0,1
"2981",175,71,1,14,1,0,0,1
"2982",145,70,1,13,5,0,1,0
"2983",180,71,1,12,4,0,1,0
"2984",100,58,0,0,1,0,0,0
"2985",108,63,0,12,1,0,1,0
"2986",189,69,1,12,2,0,1,0
"2987",162,66,1,8,1,0,1,0
"2988",187,75,1,12,3,0,1,0
"2989",190,75,1,14,3,0,1,0
"2990",178,68,1,13,5,0,1,0
"2991",168,64,0,17,2,0,0,0
"2992",160,70,1,12,3,0,1,0
"2993",155,71,1,12,5,0,1,0
"2994",105,62,0,14,2,0,1,0
"2995",130,64,0,13,3,0,1,0
"2996",170,70,1,13,2,0,1,0
"2997",120,59,0,11,5,0,1,0
"2998",175,59,0,9,1,0,1,0
"2999",140,63,1,12,2,0,1,0
"3000",160,64,0,12,3,0,0,1
"3001",200,71,1,12,3,0,1,0
"3002",175,75,1,8,2,0,0,1
"3003",145,63,0,12,3,0,1,0
"3004",145,65,0,12,3,0,1,0
"3005",135,63,0,12,1,0,1,0
"3006",160,65,1,7,3,0,1,0
"3007",167,66,1,1,1,1,0,0
"3008",181,65,0,5,3,0,0,0
"3009",162,65,0,12,3,0,1,0
"3010",228,58,0,1,1,0,0,1
"3011",173,60,0,10,5,0,0,1
"3012",170,63,0,8,2,0,1,0
"3013",127,63,0,9,3,0,1,0
"3014",185,67,0,13,1,0,1,0
"3015",168,70,0,9,3,0,1,0
"3016",116,63,0,12,5,0,1,0
"3017",162,66,0,8,2,0,1,0
"3018",141,61,0,8,1,0,0,1
"3019",100,66,0,12,1,0,0,1
"3020",182,71,1,14,1,0,0,1
"3021",118,60,0,13,2,0,0,1
"3022",180,68,0,6,1,0,0,1
"3023",NA,72,1,6,2,0,1,0
"3024",163,69,1,9,1,0,0,1
"3025",140,60,0,5,1,0,0,1
"3026",170,69,1,2,3,0,1,0
"3027",205,66,1,17,2,0,1,0
"3028",160,63,0,12,5,0,1,0
"3029",160,65,0,13,2,1,1,0
"3030",150,67,1,10,3,0,0,1
"3031",160,67,0,12,3,0,0,1
"3032",180,66,0,4,1,1,0,1
"3033",135,62,0,10,4,0,1,0
"3034",230,73,1,13,2,0,1,0
"3035",147,65,0,13,1,0,1,0
"3036",187,71,1,12,1,0,1,0
"3037",115,63,0,12,1,1,0,1
"3038",160,60,0,10,5,0,1,0
"3039",165,73,1,5,2,0,1,0
"3040",185,75,1,17,5,0,1,0
"3041",192,75,1,11,5,0,0,1
"3042",133,61,0,8,3,0,1,0
"3043",145,68,0,12,1,0,1,0
"3044",165,66,0,12,5,0,1,0
"3045",200,63,0,17,3,0,1,0
"3046",200,71,1,12,2,0,1,0
"3047",170,64,0,14,1,0,0,0
"3048",190,71,1,8,3,0,1,0
"3049",210,69,1,14,5,0,1,0
"3050",200,59,0,11,1,0,1,0
"3051",130,65,0,16,1,0,1,0
"3052",220,73,1,17,1,0,1,0
"3053",250,69,0,10,1,0,0,1
"3054",190,66,1,7,1,0,0,1
"3055",140,65,0,12,4,0,1,0
"3056",145,62,0,9,2,0,1,0
"3057",185,71,1,12,5,0,1,0
"3058",145,65,0,12,1,0,1,0
"3059",146,63,0,7,2,1,1,0
"3060",143,62,0,7,1,0,0,1
"3061",138,48,0,10,3,0,0,1
"3062",142,65,0,12,2,0,0,0
"3063",176,65,0,15,5,0,0,1
"3064",200,67,1,8,1,0,1,0
"3065",182,67,1,14,1,0,0,0
"3066",126,63,0,12,3,0,1,0
"3067",120,63,0,12,5,0,1,0
"3068",197,74,1,16,2,0,1,0
"3069",140,72,1,8,2,0,1,0
"3070",120,67,0,11,5,0,1,0
"3071",105,61,0,12,2,0,1,0
"3072",165,63,0,11,2,0,1,0
"3073",190,64,0,13,1,0,1,0
"3074",132,62,0,12,1,0,1,0
"3075",200,69,1,12,3,0,1,0
"3076",115,59,0,12,5,0,1,0
"3077",120,63,0,12,4,0,1,0
"3078",180,67,1,8,3,0,1,0
"3079",200,72,1,12,5,0,1,0
"3080",170,66,0,10,1,0,0,1
"3081",140,67,1,14,2,0,0,1
"3082",175,69,1,12,1,0,0,1
"3083",180,73,1,11,1,0,0,1
"3084",160,72,1,3,5,0,1,0
"3085",145,66,1,12,4,0,0,1
"3086",130,67,0,13,5,0,1,0
"3087",105,64,0,13,3,0,1,0
"3088",190,72,1,16,4,0,1,0
"3089",175,67,0,17,3,0,1,0
"3090",187,73,1,17,1,0,1,0
"3091",128,66,0,14,5,0,1,0
"3092",135,63,0,8,3,1,0,0
"3093",165,70,1,17,5,0,1,0
"3094",161,69,1,12,3,0,1,0
"3095",145,66,0,12,4,0,1,0
"3096",160,71,1,5,2,0,0,1
"3097",200,74,1,16,4,0,0,1
"3098",145,67,1,13,2,0,0,1
"3099",145,66,0,12,1,0,1,0
"3100",150,63,0,17,4,0,0,1
"3101",129,63,0,7,2,0,1,0
"3102",182,66,0,6,3,0,0,1
"3103",150,64,1,9,3,0,0,0
"3104",142,71,1,11,5,0,0,1
"3105",150,66,0,10,3,0,1,0
"3106",192,71,1,13,2,0,0,1
"3107",125,63,0,15,3,0,0,1
"3108",185,73,1,9,2,0,0,1
"3109",205,72,1,13,3,0,0,1
"3110",155,63,0,12,5,0,1,0
"3111",165,68,0,14,3,0,1,0
"3112",NA,65,0,16,3,0,1,0
"3113",170,65,1,12,4,0,1,0
"3114",190,62,0,9,4,1,0,1
"3115",173,65,0,12,1,0,0,1
"3116",135,63,0,12,2,0,1,0
"3117",260,68,0,3,1,0,0,0
"3118",135,67,0,12,3,0,1,0
"3119",145,67,0,12,3,0,1,0
"3120",150,67,1,9,2,0,1,0
"3121",185,73,1,12,3,0,1,0
"3122",145,62,0,16,2,0,1,0
"3123",155,61,0,7,1,0,0,0
"3124",185,72,1,13,3,0,1,0
"3125",165,66,1,10,2,0,0,1
"3126",155,60,0,12,1,0,0,1
"3127",185,74,1,14,4,0,1,0
"3128",180,69,1,17,3,0,1,0
"3129",187,71,1,11,3,0,0,1
"3130",170,68,1,10,3,0,1,0
"3131",135,69,0,14,4,0,1,0
"3132",185,69,1,12,4,0,1,0
"3133",197,69,0,12,3,0,0,0
"3134",170,66,1,10,3,0,0,1
"3135",185,66,1,11,1,0,1,0
"3136",120,63,0,12,4,0,0,1
"3137",210,65,0,12,3,0,0,1
"3138",160,67,0,12,2,0,1,0
"3139",160,61,0,0,1,0,0,0
"3140",132,71,1,12,5,0,1,0
"3141",118,63,0,12,5,0,1,0
"3142",175,74,1,17,4,0,1,0
"3143",195,73,1,12,3,0,1,0
"3144",180,63,0,8,3,0,0,0
"3145",185,67,0,14,2,0,1,0
"3146",182,69,1,14,4,0,1,0
"3147",125,64,0,14,5,0,1,0
"3148",173,71,1,17,4,0,1,0
"3149",174,67,0,14,5,0,1,0
"3150",140,63,0,11,4,0,0,1
"3151",105,63,0,12,5,0,1,0
"3152",140,65,0,14,3,0,1,0
"3153",130,62,0,12,5,1,0,1
"3154",176,73,1,8,5,0,1,0
"3155",108,60,0,8,3,0,1,0
"3156",NA,61,0,16,5,0,1,0
"3157",129,65,0,12,5,0,1,0
"3158",175,71,1,15,5,0,0,1
"3159",170,69,1,12,1,0,0,1
"3160",170,71,1,10,2,0,1,0
"3161",120,64,0,14,5,0,1,0
"3162",180,75,1,13,1,0,1,0
"3163",140,63,0,12,5,0,1,0
"3164",170,71,1,9,3,0,1,0
"3165",170,66,0,15,4,0,1,0
"3166",153,65,0,8,3,0,0,1
"3167",133,64,1,12,1,0,0,1
"3168",170,68,1,17,3,0,1,0
"3169",150,69,1,12,3,0,1,0
"3170",200,65,0,14,1,1,0,1
"3171",131,63,0,12,1,0,1,0
"3172",100,69,1,17,1,0,1,0
"3173",150,59,0,5,1,0,1,0
"3174",175,62,0,5,1,0,0,1
"3175",151,64,0,12,1,0,0,1
"3176",199,72,1,12,3,0,1,0
"3177",277,74,1,11,2,0,0,1
"3178",150,67,0,12,1,0,0,1
"3179",175,67,1,11,1,0,0,1
"3180",140,63,0,3,1,0,0,1
"3181",126,66,0,16,5,0,1,0
"3182",132,NA,0,11,1,0,0,1
"3183",100,62,0,16,1,0,1,0
"3184",163,71,1,13,4,0,1,0
"3185",220,69,1,14,3,0,1,0
"3186",135,66,0,14,5,0,0,1
"3187",120,65,0,8,1,0,1,0
"3188",170,62,0,12,3,0,1,0
"3189",170,67,1,13,2,0,0,1
"3190",153,66,1,14,5,0,0,1
"3191",165,72,1,14,2,0,1,0
"3192",125,65,0,12,5,0,1,0
"3193",NA,64,0,12,2,0,0,1
"3194",150,65,0,17,5,0,0,1
"3195",160,66,0,12,1,0,0,1
"3196",170,71,1,12,1,0,0,1
"3197",160,69,0,16,1,0,0,1
"3198",170,66,1,10,5,0,1,0
"3199",98,62,0,15,3,0,1,0
"3200",140,63,0,13,2,0,1,0
"3201",195,72,1,14,5,0,0,1
"3202",165,67,0,14,2,0,0,1
"3203",130,65,0,12,4,0,0,1
"3204",150,63,1,17,3,0,1,0
"3205",NA,NA,1,12,1,0,0,1
"3206",145,65,0,11,3,0,0,1
"3207",135,61,0,8,1,0,0,1
"3208",170,71,1,16,3,0,0,1
"3209",165,67,1,17,1,0,0,1
"3210",174,69,1,8,1,0,0,1
"3211",162,66,1,7,1,0,0,1
"3212",235,69,1,13,4,0,1,0
"3213",178,71,1,12,3,0,1,0
"3214",165,68,1,13,3,0,1,0
"3215",103,62,0,13,2,0,1,0
"3216",163,68,1,16,1,0,1,0
"3217",200,68,1,12,3,0,1,0
"3218",170,63,0,12,4,0,1,0
"3219",135,65,0,15,1,0,1,0
"3220",230,69,1,11,1,0,1,0
"3221",127,67,0,11,3,1,0,1
"3222",128,63,0,8,1,0,0,1
"3223",145,65,0,12,1,0,0,1
"3224",121,66,0,12,1,0,1,0
"3225",175,66,1,7,1,0,1,0
"3226",192,68,1,12,2,0,1,0
"3227",165,66,0,16,1,0,0,1
"3228",200,71,1,9,3,0,0,1
"3229",155,71,1,8,1,0,0,1
"3230",223,68,1,5,1,0,0,1
"3231",155,67,0,12,3,0,0,1
"3232",150,NA,1,6,3,0,0,0
"3233",200,NA,0,2,5,0,0,0
"3234",NA,NA,0,0,3,0,0,0
"3235",150,68,1,11,1,0,0,0
"3236",190,66,0,9,5,1,0,0
"3237",164,67,1,6,1,1,0,0
"3238",162,60,0,12,4,0,0,0
"3239",150,70,1,12,3,0,1,0
"3240",140,62,0,12,4,0,1,0
"3241",131,65,0,13,2,0,1,0
"3242",166,71,1,13,5,0,1,0
"3243",160,71,1,17,3,0,1,0
"3244",202,72,1,17,4,0,1,0
"3245",195,71,1,17,2,0,1,0
"3246",186,65,0,11,1,0,0,1
"3247",160,71,1,12,2,0,1,0
"3248",170,69,1,14,5,0,1,0
"3249",130,61,0,16,3,0,1,0
"3250",147,64,0,15,3,0,1,0
"3251",160,62,1,8,3,0,1,0
"3252",130,60,0,16,3,0,0,0
"3253",130,64,0,8,1,0,0,1
"3254",195,68,1,6,4,0,0,1
"3255",185,66,0,14,3,0,1,0
"3256",127,65,0,14,5,0,1,0
"3257",160,70,1,14,5,0,1,0
"3258",130,62,0,14,3,0,1,0
"3259",NA,65,0,15,4,0,0,0
"3260",180,64,0,12,2,0,1,0
"3261",139,58,0,13,3,0,1,0
"3262",159,64,0,9,3,0,0,1
"3263",120,60,0,12,1,0,0,1
"3264",157,65,0,11,1,0,0,1
"3265",118,63,0,12,1,0,0,1
"3266",175,62,0,17,2,0,0,1
"3267",142,69,0,16,2,0,1,0
"3268",114,59,0,8,1,0,0,0
"3269",195,66,1,9,1,0,1,0
"3270",185,73,1,16,3,0,1,0
"3271",230,67,1,6,2,0,1,0
"3272",200,60,0,14,1,0,0,1
"3273",127,56,0,5,1,0,0,0
"3274",215,69,1,13,1,0,1,0
"3275",200,71,1,17,3,0,1,0
"3276",168,71,1,15,3,0,0,0
"3277",174,69,0,11,3,1,0,1
"3278",145,64,0,12,1,0,0,1
"3279",130,61,0,12,1,0,0,0
"3280",180,74,1,13,3,0,1,0
"3281",175,72,1,17,4,0,1,0
"3282",115,62,0,15,3,0,1,0
"3283",145,65,0,12,2,0,0,1
"3284",200,64,0,6,1,1,1,0
"3285",190,67,1,12,4,0,1,0
"3286",146,67,1,11,1,0,0,1
"3287",163,62,0,12,2,0,0,1
"3288",183,72,1,14,5,0,1,0
"3289",293,76,1,12,3,0,1,0
"3290",185,73,1,10,5,0,0,0
"3291",140,66,0,8,4,0,0,0
"3292",150,64,0,12,3,0,0,1
"3293",155,69,1,1,1,1,0,1
"3294",290,63,0,8,1,1,0,1
"3295",135,63,1,14,5,0,0,0
"3296",165,66,0,16,3,0,0,0
"3297",185,69,0,12,5,0,0,0
"3298",138,65,1,5,3,0,0,0
"3299",160,65,1,17,4,0,1,0
"3300",220,75,1,12,4,0,1,0
"3301",190,71,1,12,5,0,1,0
"3302",125,63,0,13,1,0,1,0
"3303",150,73,1,16,3,0,1,0
"3304",211,62,0,5,1,0,0,1
"3305",143,66,1,11,5,0,0,1
"3306",215,75,1,14,2,0,0,0
"3307",250,69,0,12,1,0,1,0
"3308",140,65,0,7,5,0,1,0
"3309",178,68,0,11,1,0,0,1
"3310",176,71,1,13,3,0,1,0
"3311",115,65,0,12,5,0,1,0
"3312",158,71,1,12,2,0,0,1
"3313",200,65,0,14,4,0,1,0
"3314",110,61,0,12,5,0,1,0
"3315",138,68,0,16,3,0,1,0
"3316",193,72,1,12,1,0,1,0
"3317",180,70,1,12,1,0,1,0
"3318",227,60,1,16,5,0,1,0
"3319",125,65,0,13,3,0,1,0
"3320",97,65,0,8,1,0,1,0
"3321",238,62,0,8,1,0,0,0
"3322",109,65,1,6,4,0,0,0
"3323",205,72,1,16,3,0,0,0
"3324",130,NA,0,0,3,0,0,0
"3325",110,NA,0,3,3,1,0,0
"3326",145,59,0,12,5,0,1,0
"3327",135,61,0,12,5,0,1,0
"3328",170,63,0,14,3,0,1,0
"3329",175,68,1,12,5,0,1,0
"3330",115,61,1,11,5,0,0,1
"3331",118,64,0,10,1,0,0,1
"3332",138,63,0,15,1,1,0,1
"3333",112,59,0,9,1,0,1,0
"3334",181,68,0,12,5,0,1,0
"3335",187,73,1,12,1,0,0,1
"3336",205,71,1,16,5,0,1,0
"3337",125,62,0,16,5,0,1,0
"3338",235,78,1,14,5,0,0,1
"3339",130,61,0,13,1,0,0,1
"3340",115,65,0,14,3,0,0,1
"3341",250,66,0,11,1,0,1,0
"3342",121,60,0,16,3,0,1,0
"3343",169,60,0,9,3,1,0,0
"3344",200,64,0,13,1,1,0,1
"3345",120,66,0,12,3,0,1,0
"3346",142,63,0,10,3,0,1,0
"3347",105,65,0,9,4,0,1,0
"3348",120,62,0,12,1,0,1,0
"3349",208,74,1,16,2,0,1,0
"3350",165,71,1,14,1,0,1,0
"3351",175,69,1,17,4,0,1,0
"3352",182,69,1,12,1,0,1,0
"3353",106,62,0,11,5,0,1,0
"3354",197,65,0,15,1,1,0,1
"3355",136,67,0,16,3,0,0,1
"3356",175,71,1,12,3,0,0,1
"3357",215,69,1,10,4,0,1,0
"3358",140,63,0,11,3,0,1,0
"3359",134,65,0,14,1,0,1,0
"3360",123,65,0,16,4,0,1,0
"3361",198,64,0,13,1,0,0,1
"3362",260,63,0,8,2,0,0,1
"3363",175,69,1,17,5,0,1,0
"3364",160,67,1,12,4,0,1,0
"3365",140,65,0,12,1,0,1,0
"3366",190,73,1,16,1,0,1,0
"3367",175,68,1,16,4,0,1,0
"3368",145,73,1,17,3,0,1,0
"3369",185,66,1,11,5,0,0,1
"3370",185,61,0,8,1,0,1,0
"3371",105,63,0,17,4,0,1,0
"3372",190,66,1,4,1,0,0,0
"3373",175,68,1,17,3,0,0,1
"3374",116,65,0,7,1,0,0,1
"3375",200,65,0,12,3,0,1,0
"3376",124,66,0,13,1,0,1,0
"3377",104,62,0,12,2,0,1,0
"3378",163,71,1,14,3,0,0,1
"3379",158,59,0,11,3,0,0,1
"3380",185,74,1,13,5,0,1,0
"3381",142,67,0,11,5,0,0,1
"3382",110,61,0,8,1,0,1,0
"3383",113,61,0,12,1,0,1,0
"3384",228,63,0,11,2,0,0,1
"3385",130,61,0,11,2,1,1,0
"3386",130,61,0,12,3,0,0,0
"3387",125,64,0,12,2,0,1,0
"3388",180,67,1,6,3,0,1,0
"3389",150,65,1,8,2,0,0,1
"3390",146,66,1,17,3,0,1,0
"3391",130,65,0,12,4,0,1,0
"3392",268,76,1,11,5,0,0,1
"3393",160,71,1,15,3,0,1,0
"3394",185,70,1,12,5,0,1,0
"3395",142,61,0,12,1,0,0,0
"3396",175,65,0,16,2,0,1,0
"3397",204,71,1,17,3,0,1,0
"3398",180,66,0,9,1,0,0,0
"3399",220,72,1,16,4,0,0,1
"3400",164,68,1,12,5,0,0,1
"3401",145,62,0,14,5,0,0,1
"3402",223,63,0,12,2,0,1,0
"3403",190,71,1,12,2,0,1,0
"3404",218,71,0,12,1,1,0,1
"3405",160,64,0,10,1,0,1,0
"3406",210,68,1,12,1,0,1,0
"3407",150,64,0,12,3,0,1,0
"3408",135,66,1,17,5,0,1,0
"3409",160,63,0,16,1,0,0,1
"3410",165,66,0,17,1,0,1,0
"3411",208,70,1,9,4,0,0,1
"3412",190,71,1,10,2,0,1,0
"3413",180,68,1,16,5,0,1,0
"3414",110,63,0,14,4,0,1,0
"3415",165,72,1,12,2,0,1,0
"3416",190,69,1,12,3,0,1,0
"3417",130,65,1,17,2,0,0,0
"3418",190,66,1,12,5,0,1,0
"3419",160,67,1,8,5,0,1,0
"3420",115,60,0,17,2,0,0,0
"3421",147,66,0,12,1,0,1,0
"3422",114,64,0,13,2,0,1,0
"3423",186,72,1,17,5,0,1,0
"3424",165,69,1,14,5,0,0,1
"3425",185,70,1,13,5,0,1,0
"3426",150,65,1,16,2,0,1,0
"3427",205,59,0,14,3,0,0,1
"3428",110,61,0,12,3,0,0,1
"3429",185,69,1,10,5,0,1,0
"3430",115,60,0,12,1,0,1,0
"3431",125,66,0,14,3,0,1,0
"3432",130,64,0,14,4,0,1,0
"3433",184,69,1,12,5,0,1,0
"3434",120,65,0,17,2,0,1,0
"3435",130,64,0,12,4,0,1,0
"3436",169,62,0,12,5,0,1,0
"3437",150,74,1,12,5,0,1,0
"3438",140,69,1,15,4,0,0,1
"3439",235,69,1,15,4,0,0,1
"3440",135,66,0,16,5,0,1,0
"3441",164,66,0,14,2,0,1,0
"3442",135,70,1,16,2,0,0,1
"3443",175,60,0,12,1,0,1,0
"3444",140,69,1,12,4,0,0,1
"3445",249,71,1,16,2,0,0,0
"3446",148,69,0,16,4,0,1,0
"3447",120,62,0,12,2,0,1,0
"3448",200,68,1,12,5,0,1,0
"3449",145,65,1,17,2,0,1,0
"3450",200,63,0,8,5,0,1,0
"3451",148,68,1,17,5,0,1,0
"3452",150,64,0,14,5,0,1,0
"3453",155,67,1,12,5,0,1,0
"3454",174,67,0,9,1,0,0,1
"3455",155,65,0,12,2,0,1,0
"3456",175,64,0,2,2,0,0,0
"3457",150,69,0,17,3,0,0,0
"3458",178,70,1,12,3,0,1,0
"3459",130,NA,0,7,2,0,0,1
"3460",150,67,0,12,3,0,0,1
"3461",132,63,0,12,3,0,1,0
"3462",185,69,1,10,1,0,1,0
"3463",200,65,0,16,4,0,1,0
"3464",168,72,1,14,3,0,1,0
"3465",94,59,0,12,5,0,1,0
"3466",133,56,0,6,1,0,1,0
"3467",155,64,0,12,3,0,1,0
"3468",141,62,0,12,3,0,1,0
"3469",130,68,0,9,1,0,1,0
"3470",190,69,1,12,3,0,1,0
"3471",178,70,1,9,3,0,1,0
"3472",100,60,0,14,2,0,1,0
"3473",122,59,0,9,1,0,1,0
"3474",135,63,0,13,3,0,1,0
"3475",126,67,0,13,5,0,0,1
"3476",165,69,1,12,1,0,0,1
"3477",146,67,0,12,1,1,0,1
"3478",175,73,1,0,1,0,0,1
"3479",180,63,0,9,1,0,0,1
"3480",125,69,1,14,2,0,0,1
"3481",160,72,1,17,4,0,0,1
"3482",143,62,0,12,1,0,1,0
"3483",170,69,1,12,2,0,1,0
"3484",130,65,0,16,4,0,1,0
"3485",143,67,0,16,4,0,0,1
"3486",160,68,1,16,3,0,1,0
"3487",168,60,1,17,4,0,0,0
"3488",195,72,1,12,1,0,0,1
"3489",156,65,1,12,3,0,0,1
"3490",135,67,1,10,2,0,0,1
"3491",140,69,0,3,1,0,0,1
"3492",121,60,0,8,4,0,1,0
"3493",200,64,0,12,2,0,0,1
"3494",155,64,0,17,2,0,0,1
"3495",198,65,0,12,1,0,0,1
"3496",155,73,1,11,1,0,0,1
"3497",198,65,1,10,4,0,0,1
"3498",225,69,1,13,3,0,1,0
"3499",220,65,0,15,3,0,1,0
"3500",165,68,1,12,5,0,1,0
"3501",132,62,0,12,1,0,0,1
"3502",123,65,0,16,2,0,1,0
"3503",170,68,0,15,1,0,0,1
"3504",150,64,0,10,1,0,0,1
"3505",157,67,1,3,1,0,0,1
"3506",125,61,0,14,1,0,1,0
"3507",142,66,0,8,1,0,1,0
"3508",135,66,1,14,4,0,1,0
"3509",115,66,0,8,1,0,1,0
"3510",160,69,1,11,1,0,1,0
"3511",185,76,1,14,1,0,1,0
"3512",132,61,0,13,3,0,1,0
"3513",126,67,0,16,5,0,1,0
"3514",145,63,0,16,5,0,1,0
"3515",102,63,0,12,4,0,1,0
"3516",176,62,0,12,1,0,0,1
"3517",125,65,1,12,2,0,1,0
"3518",225,61,0,10,1,0,1,0
"3519",158,71,1,10,4,0,0,1
"3520",210,64,0,3,1,0,0,1
"3521",142,60,0,12,3,0,1,0
"3522",NA,66,0,12,1,0,1,0
"3523",168,69,1,12,2,0,1,0
"3524",148,70,1,10,3,0,1,0
"3525",125,62,0,13,3,0,1,0
"3526",130,60,0,6,1,0,0,0
"3527",122,62,0,0,1,0,0,0
"3528",216,59,0,14,4,0,0,1
"3529",109,60,0,14,1,0,1,0
"3530",120,64,0,15,3,0,1,0
