"","X1","team_id","year","league_id","rank","g","ghome","w","l","r","ab","h","double","triple","hr","bb","so","sb","cs","hbp","sf","ra","er","era","cg","sho","sv","ipouts","ha","hra","bba","soa","e","dp","fp","name","park","attendance","salary"
"1",1,"ARI",1998,"NL",5,162,81,65,97,665,5491,1353,235,46,159,489,1239,73,38,NA,NA,812,738,4.64,7,6,37,4296,1463,188,489,908,100,125,0.98,"Arizona Diamondbacks","Bank One Ballpark",3610290,1013596.77419355
"2",2,"ARI",1999,"NL",1,162,81,100,62,908,5658,1566,289,46,216,588,1045,137,39,NA,NA,676,615,3.77,16,9,42,4401,1387,176,543,1198,104,129,0.98,"Arizona Diamondbacks","Bank One Ballpark",3019654,2196903.19354839
"3",3,"ARI",2000,"NL",3,162,81,85,77,792,5527,1466,282,44,179,535,975,97,44,59,58,754,698,4.35,16,8,38,4331,1441,190,500,1220,107,138,0.982,"Arizona Diamondbacks","Bank One Ballpark",2942251,2993067.88888889
"4",4,"ARI",2001,"NL",1,162,81,92,70,818,5595,1494,284,35,208,587,1052,71,38,57,36,677,627,3.87,12,13,34,4379,1352,195,461,1297,84,148,0.986,"Arizona Diamondbacks","Bank One Ballpark",2736451,2955980.73076923
"5",5,"ARI",2002,"NL",1,162,81,98,64,819,5508,1471,283,41,165,643,1016,92,46,50,53,674,630,3.92,14,10,40,4340,1361,170,421,1303,89,116,0.985,"Arizona Diamondbacks","Bank One Ballpark",3198977,3115757.54545455
"6",6,"ARI",2003,"NL",3,162,81,84,78,717,5570,1467,303,47,152,531,1006,76,38,45,52,685,621,3.84,7,11,42,4365,1379,150,526,1291,107,132,0.983,"Arizona Diamondbacks","Bank One Ballpark",2805542,3226280
"7",7,"ARI",2004,"NL",5,162,81,51,111,615,5544,1401,295,38,135,441,1022,53,32,35,37,899,794,4.98,5,6,33,4308,1480,197,668,1153,139,144,0.977,"Arizona Diamondbacks","Bank One Ballpark",2519560,2480383.92857143
"8",8,"ARI",2005,"NL",2,162,81,77,85,696,5550,1419,291,27,191,606,1094,67,26,55,45,856,783,4.84,6,10,45,4369,1580,193,537,1038,94,159,0.985,"Arizona Diamondbacks","Bank One Ballpark",2059424,2385044.84615385
"9",9,"ARI",2006,"NL",4,162,81,76,86,773,5645,1506,331,38,160,504,965,76,30,67,53,788,727,4.48,8,9,34,4379,1503,168,536,1115,104,172,0.983,"Arizona Diamondbacks","Chase Field",2091685,2295547.15384615
"10",10,"ARI",2007,"NL",1,162,81,90,72,712,5398,1350,286,40,171,532,1111,109,24,57,58,732,662,4.13,7,12,51,4323,1446,169,546,1088,106,157,0.983,"Arizona Diamondbacks","Chase Field",2325249,1859555.21428571
"11",11,"ARI",2008,"NL",2,162,81,82,80,720,5409,1355,318,47,159,587,1287,58,23,49,43,706,635,3.98,6,9,39,4304,1403,147,451,1229,113,137,0.981,"Arizona Diamondbacks","Chase Field",2509924,2364382.57142857
"12",12,"ARI",2009,"NL",5,162,81,70,92,720,5565,1408,307,45,173,571,1298,102,40,37,41,782,711,4.42,4,12,36,4343,1470,168,525,1158,124,133,0.98,"Arizona Diamondbacks","Chase Field",2128765,2812141
"13",13,"ARI",2010,"NL",5,162,81,65,97,713,5473,1366,301,34,180,589,1529,86,41,39,41,836,765,4.81,3,3,35,4296,1503,210,548,1070,102,152,0.983,"Arizona Diamondbacks","Chase Field",2056941,2088726.64
"14",14,"ARI",2011,"NL",1,162,81,94,68,731,5421,1357,293,37,172,531,1249,133,55,61,33,662,609,3.8,5,12,58,4330,1414,159,442,1058,90,131,0.985,"Arizona Diamondbacks","Chase Field",2105432,1986660.48148148
"15",15,"ARI",2012,"NL",3,162,81,81,81,734,5462,1416,307,33,165,539,1266,93,51,41,45,688,626,3.93,4,9,39,4301,1432,155,417,1200,90,146,0.985,"Arizona Diamondbacks","Chase Field",2177617,2733512.33333333
"16",16,"ARI",2013,"NL",2,162,81,81,81,685,5676,1468,302,31,130,519,1142,62,41,43,43,695,651,3.92,6,7,38,4485,1460,176,485,1218,75,135,0.988,"Arizona Diamondbacks","Chase Field",2134795,3004400
"17",17,"ARI",2014,"NL",5,162,81,64,98,615,5552,1379,259,47,118,398,1165,86,33,43,36,742,683,4.26,2,4,35,4333,1467,154,469,1278,101,147,0.983,"Arizona Diamondbacks","Chase Field",2073730,4035291.66666667
"18",18,"ARI",2015,"NL",3,162,81,79,83,720,5649,1494,289,48,154,490,1312,132,44,33,57,713,659,4.04,1,12,44,4400,1450,182,500,1215,86,146,0.986,"Arizona Diamondbacks","Chase Field",2080145,2132206.89655172
"19",19,"ATL",1986,"NL",6,161,81,72,89,615,5384,1348,241,24,138,538,904,93,76,NA,NA,719,628,3.97,17,5,39,4272,1443,117,576,932,141,181,0.97,"Atlanta Braves","Atlanta-Fulton County Stadium",1387181,599911.44
"20",20,"ATL",1987,"NL",5,161,81,69,92,747,5428,1401,284,24,152,641,834,135,68,NA,NA,829,734,4.63,16,4,32,4281,1529,163,587,837,116,170,0.98,"Atlanta Braves","Atlanta-Fulton County Stadium",1217402,457885.068965517
"21",21,"ATL",1988,"NL",6,160,79,54,106,555,5440,1319,228,28,96,432,848,95,69,NA,NA,741,657,4.09,14,4,25,4338,1481,108,524,810,151,138,0.97,"Atlanta Braves","Atlanta-Fulton County Stadium",848089,422434.785714286
"22",22,"ATL",1989,"NL",6,161,79,63,97,584,5463,1281,201,22,128,485,996,83,54,NA,NA,680,595,3.7,15,8,33,4341,1370,114,468,966,152,124,0.97,"Atlanta Braves","Atlanta-Fulton County Stadium",984930,340891.038461538
"23",23,"ATL",1990,"NL",6,162,81,65,97,682,5504,1376,263,26,162,473,1010,92,55,NA,NA,821,727,4.58,17,8,30,4287,1527,128,579,938,158,133,0.97,"Atlanta Braves","Atlanta-Fulton County Stadium",980129,435390.827586207
"24",24,"ATL",1991,"NL",1,162,81,94,68,749,5456,1407,255,30,141,563,906,165,76,NA,NA,644,563,3.49,18,7,48,4356,1304,118,481,969,138,122,0.97,"Atlanta Braves","Atlanta-Fulton County Stadium",2140217,685369.565217391
"25",25,"ATL",1992,"NL",1,162,81,98,64,682,5480,1391,223,48,138,493,924,126,60,NA,NA,569,509,3.14,26,24,41,4380,1321,89,489,948,109,121,0.98,"Atlanta Braves","Atlanta-Fulton County Stadium",3077400,1082511.1
"26",26,"ATL",1993,"NL",1,162,81,104,58,767,5515,1444,239,29,169,560,946,125,48,NA,NA,559,508,3.14,18,16,46,4365,1297,101,480,1036,108,146,0.98,"Atlanta Braves","Atlanta-Fulton County Stadium",3884720,1297731.78125
"27",27,"ATL",1994,"NL",2,114,55,68,46,542,3861,1031,198,18,137,377,668,48,31,NA,NA,448,407,3.57,16,4,26,3078,929,76,378,865,81,85,0.98,"Atlanta Braves","Atlanta-Fulton County Stadium",2539240,1563375.46428571
"28",28,"ATL",1995,"NL",1,144,72,90,54,645,4814,1202,210,27,168,520,933,73,43,NA,NA,540,493,3.44,18,11,34,3873,1184,107,436,1087,100,113,0.98,"Atlanta Braves","Atlanta-Fulton County Stadium",2561831,1683087.32142857
"29",29,"ATL",1996,"NL",1,162,81,96,66,773,5614,1514,264,28,197,530,1032,83,43,NA,NA,648,578,3.54,14,9,46,4407,1372,120,451,1245,130,143,0.98,"Atlanta Braves","Atlanta-Fulton County Stadium",2901242,1709982.75862069
"30",30,"ATL",1997,"NL",1,162,81,101,61,791,5528,1490,268,37,174,597,1160,108,58,NA,NA,581,518,3.18,21,17,37,4395,1319,111,450,1196,114,136,0.98,"Atlanta Braves","Turner Field",3464488,1837267.85714286
"31",31,"ATL",1998,"NL",1,162,81,106,56,826,5484,1489,297,26,215,548,1062,98,43,NA,NA,581,519,3.25,24,23,45,4315,1291,117,467,1232,91,139,0.98,"Atlanta Braves","Turner Field",3360860,2160035.71428571
"32",32,"ATL",1999,"NL",1,162,81,103,59,840,5569,1481,309,23,197,608,962,148,66,NA,NA,661,593,3.63,9,9,45,4413,1398,142,507,1197,111,122,0.98,"Atlanta Braves","Turner Field",3284897,2478269.23076923
"33",33,"ATL",2000,"NL",1,162,81,95,67,810,5489,1490,274,26,179,595,1010,148,56,59,45,714,648,4.05,13,9,53,4321,1428,165,484,1093,129,138,0.979,"Atlanta Braves","Turner Field",3234304,2800660.59259259
"34",34,"ATL",2001,"NL",1,162,81,88,74,729,5498,1432,263,24,174,493,1039,85,46,45,52,643,578,3.59,5,13,41,4342,1363,153,499,1133,103,133,0.983,"Atlanta Braves","Turner Field",2823530,3260416.64285714
"35",35,"ATL",2002,"NL",1,161,81,101,59,708,5495,1428,280,25,164,558,1028,76,39,54,49,565,511,3.13,3,15,57,4402,1302,123,554,1058,114,170,0.982,"Atlanta Braves","Turner Field",2603484,3638414.68
"36",36,"ATL",2003,"NL",1,162,81,101,61,907,5670,1608,321,31,235,545,933,68,22,49,49,740,663,4.1,4,7,51,4369,1425,147,555,992,121,166,0.981,"Atlanta Braves","Turner Field",2401084,3970910.26923077
"37",37,"ATL",2004,"NL",1,162,81,96,66,803,5570,1503,304,37,178,587,1158,86,32,59,48,668,603,3.74,4,13,48,4350,1475,154,523,1025,116,171,0.981,"Atlanta Braves","Turner Field",2327565,3220803.57142857
"38",38,"ATL",2005,"NL",1,162,81,90,72,769,5486,1453,308,37,184,534,1084,92,32,45,46,674,639,3.98,8,12,38,4331,1487,145,520,929,86,170,0.986,"Atlanta Braves","Turner Field",2521167,3458292.08
"39",39,"ATL",2006,"NL",3,162,81,79,83,849,5583,1510,312,26,222,526,1169,52,35,52,44,805,736,4.6,6,6,38,4324,1529,183,572,1049,99,146,0.984,"Atlanta Braves","Turner Field",2550524,2883358.96153846
"40",40,"ATL",2007,"NL",3,162,81,84,78,810,5689,1562,328,27,176,534,1149,64,30,49,47,733,665,4.11,1,6,36,4369,1442,172,537,1106,107,141,0.983,"Atlanta Braves","Turner Field",2745207,2866233.32
"41",41,"ATL",2008,"NL",4,162,81,72,90,753,5604,1514,316,33,130,618,1023,58,27,42,34,778,714,4.46,2,7,26,4322,1439,156,586,1076,107,149,0.983,"Atlanta Braves","Turner Field",2532834,3516402.86206897
"42",42,"ATL",2009,"NL",3,162,81,86,76,735,5539,1459,300,20,149,602,1064,58,26,52,47,641,581,3.57,3,10,38,4388,1399,119,530,1232,96,159,0.985,"Atlanta Braves","Turner Field",2373631,3530413.55555556
"43",43,"ATL",2010,"NL",2,162,81,91,71,738,5463,1411,312,25,139,634,1140,63,29,51,35,629,569,3.56,2,9,41,4318,1326,126,505,1241,126,166,0.98,"Atlanta Braves","Turner Field",2510119,3231583.30769231
"44",44,"ATL",2011,"NL",2,162,81,89,73,641,5528,1345,244,16,173,504,1260,77,44,28,30,605,572,3.48,3,16,52,4439,1332,125,521,1332,83,131,0.987,"Atlanta Braves","Turner Field",2372940,3346257.38461538
"45",45,"ATL",2012,"NL",2,162,81,94,68,700,5425,1341,263,30,149,567,1289,101,32,34,46,600,549,3.42,5,16,47,4336,1310,145,464,1232,86,147,0.986,"Atlanta Braves","Turner Field",2420171,2941069.35714286
"46",46,"ATL",2013,"NL",1,162,81,96,66,688,5441,1354,247,21,181,542,1384,64,31,55,35,548,512,3.18,1,12,53,4351,1326,127,409,1232,85,141,0.986,"Atlanta Braves","Turner Field",2548679,3254500.92592593
"47",47,"ATL",2014,"NL",2,162,81,79,83,573,5468,1316,240,22,123,472,1369,95,33,43,27,597,547,3.38,5,13,54,4365,1369,121,472,1301,85,143,0.986,"Atlanta Braves","Turner Field",2354305,4067041.66666667
"48",48,"ATL",2015,"NL",4,162,81,67,95,573,5420,1361,251,18,100,471,1107,69,33,44,31,760,698,4.41,3,10,44,4276,1462,170,550,1148,90,186,0.985,"Atlanta Braves","Turner Field",2001392,3064402.17391304
"49",49,"BAL",1986,"AL",7,162,79,73,89,708,5524,1425,223,13,169,563,862,64,34,NA,NA,760,686,4.3,17,6,39,4308,1451,177,535,954,135,163,0.97,"Baltimore Orioles","Memorial Stadium",1973176,458317.615384615
"50",50,"BAL",1987,"AL",6,162,82,67,95,729,5576,1437,219,20,211,524,939,69,45,NA,NA,880,801,5.01,17,6,30,4317,1555,226,547,870,109,174,0.98,"Baltimore Orioles","Memorial Stadium",1835692,464492.172413793
"51",51,"BAL",1988,"AL",7,161,80,54,107,550,5358,1275,199,20,137,504,869,69,44,NA,NA,789,714,4.54,20,7,26,4248,1506,153,523,709,118,172,0.98,"Baltimore Orioles","Memorial Stadium",1660738,518060.576923077
"52",52,"BAL",1989,"AL",2,162,81,87,75,708,5440,1369,238,33,129,593,957,118,55,NA,NA,686,644,4,16,7,44,4344,1518,134,486,676,87,163,0.98,"Baltimore Orioles","Memorial Stadium",2535208,333965.291666667
"53",53,"BAL",1990,"AL",5,161,80,76,85,669,5410,1328,234,22,132,660,962,94,52,NA,NA,698,644,4.04,10,5,43,4305,1445,161,537,776,91,151,0.98,"Baltimore Orioles","Memorial Stadium",2415189,269945.257142857
"54",54,"BAL",1991,"AL",6,162,81,67,95,686,5604,1421,256,29,170,528,974,50,33,NA,NA,796,743,4.59,8,8,42,4371,1534,147,504,868,89,172,0.98,"Baltimore Orioles","Memorial Stadium",2552753,505077.8
"55",55,"BAL",1992,"AL",3,162,81,89,73,705,5485,1423,243,36,148,647,827,89,48,NA,NA,656,617,3.79,20,16,48,4392,1419,124,518,846,93,168,0.98,"Baltimore Orioles","Oriole Park at Camden Yards",3567819,759505.387096774
"56",56,"BAL",1993,"AL",3,162,81,85,77,786,5508,1470,287,24,157,655,930,73,54,NA,NA,745,691,4.31,21,10,42,4326,1427,153,579,900,100,171,0.98,"Baltimore Orioles","Oriole Park at Camden Yards",3644965,909265.625
"57",57,"BAL",1994,"AL",2,112,55,63,49,589,3856,1047,185,20,139,438,655,69,13,NA,NA,497,477,4.31,13,3,37,2991,1005,131,351,666,57,103,0.98,"Baltimore Orioles","Oriole Park at Camden Yards",2535359,1291158.96666667
"58",58,"BAL",1995,"AL",3,144,72,71,73,704,4837,1267,229,27,173,574,803,92,45,NA,NA,640,607,4.31,19,10,29,3801,1165,149,523,930,72,141,0.98,"Baltimore Orioles","Oriole Park at Camden Yards",3098475,1259396
"59",59,"BAL",1996,"AL",2,163,82,88,74,949,5689,1557,299,29,257,645,915,76,40,NA,NA,903,840,5.15,13,2,44,4404,1604,209,597,1047,97,173,0.98,"Baltimore Orioles","Oriole Park at Camden Yards",3646950,1756516.62068966
"60",60,"BAL",1997,"AL",1,162,81,98,64,812,5584,1498,264,22,196,586,952,63,26,NA,NA,681,635,3.91,8,10,59,4383,1404,164,563,1139,97,148,0.98,"Baltimore Orioles","Oriole Park at Camden Yards",3711132,2017806.89655172
"61",61,"BAL",1998,"AL",4,162,81,79,83,817,5565,1520,303,11,214,593,903,86,48,NA,NA,785,752,4.73,16,10,37,4293,1505,169,535,1065,81,144,0.98,"Baltimore Orioles","Oriole Park at Camden Yards",3684650,2489159.79310345
"62",62,"BAL",1999,"AL",4,162,81,78,84,851,5637,1572,299,21,203,615,890,107,46,NA,NA,815,761,4.77,17,11,33,4305,1468,198,647,982,89,192,0.98,"Baltimore Orioles","Oriole Park at Camden Yards",3433150,2500069.15625
"63",63,"BAL",2000,"AL",4,162,81,74,88,794,5549,1508,310,22,184,558,900,126,65,49,54,913,855,5.37,14,6,33,4300,1547,202,665,1017,116,151,0.981,"Baltimore Orioles","Oriole Park at Camden Yards",3297031,2901694.10714286
"64",64,"BAL",2001,"AL",4,162,80,63,98,687,5472,1359,262,24,136,514,989,133,53,77,49,829,744,4.67,10,6,31,4297,1504,194,528,938,125,137,0.979,"Baltimore Orioles","Oriole Park at Camden Yards",3094841,2049833.33333333
"65",65,"BAL",2002,"AL",4,162,81,67,95,667,5491,1353,311,27,165,452,993,110,48,64,49,773,719,4.46,8,3,31,4352,1491,208,549,967,91,173,0.985,"Baltimore Orioles","Oriole Park at Camden Yards",2682439,1644989.55172414
"66",66,"BAL",2003,"AL",4,163,81,71,91,743,5665,1516,277,24,152,431,902,89,36,54,40,820,767,4.76,9,3,41,4349,1579,198,526,981,105,164,0.983,"Baltimore Orioles","Oriole Park at Camden Yards",2454523,2059519.23076923
"67",67,"BAL",2004,"AL",3,162,81,78,84,842,5736,1614,319,18,169,528,949,101,41,57,62,830,760,4.7,8,10,27,4366,1488,159,687,1090,110,161,0.982,"Baltimore Orioles","Oriole Park at Camden Yards",2744018,1677820.5
"68",68,"BAL",2005,"AL",4,162,81,74,88,729,5551,1492,296,27,189,447,902,83,37,54,42,800,724,4.56,2,9,38,4283,1458,180,580,1052,107,154,0.982,"Baltimore Orioles","Oriole Park at Camden Yards",2624740,2818301.26923077
"69",69,"BAL",2006,"AL",4,162,81,70,92,768,5610,1556,288,20,164,474,878,121,32,73,41,899,843,5.35,5,9,35,4257,1579,216,613,1016,102,156,0.983,"Baltimore Orioles","Oriole Park at Camden Yards",2153139,2755618.53846154
"70",70,"BAL",2007,"AL",4,162,81,69,93,756,5631,1529,306,30,142,500,939,144,42,47,47,868,827,5.17,4,9,30,4316,1491,161,696,1087,79,155,0.987,"Baltimore Orioles","Oriole Park at Camden Yards",2164822,3426010.08
"71",71,"BAL",2008,"AL",5,161,81,68,93,782,5559,1486,322,30,172,533,990,81,37,42,48,869,810,5.13,4,4,35,4266,1538,184,687,922,100,163,0.983,"Baltimore Orioles","Oriole Park at Camden Yards",1950075,2135877.85714286
"72",72,"BAL",2009,"AL",5,162,81,64,98,741,5618,1508,307,19,160,517,1013,76,37,39,46,876,817,5.15,2,3,31,4287,1633,218,546,933,90,151,0.985,"Baltimore Orioles","Oriole Park at Camden Yards",1907163,2580833.30769231
"73",73,"BAL",2010,"AL",5,162,81,66,96,613,5554,1440,264,21,133,424,1056,76,34,54,45,785,733,4.59,3,7,35,4309,1508,186,520,1007,105,141,0.982,"Baltimore Orioles","Oriole Park at Camden Yards",1733018,3138942.30769231
"74",74,"BAL",2011,"AL",5,162,81,69,93,708,5585,1434,273,13,191,452,1120,81,25,52,43,860,786,4.89,3,7,32,4340,1568,210,535,1044,110,159,0.982,"Baltimore Orioles","Oriole Park at Camden Yards",1755461,3384161.52
"75",75,"BAL",2012,"AL",2,162,81,93,69,712,5560,1375,270,16,214,480,1315,58,29,50,30,705,642,3.9,1,10,55,4449,1433,184,481,1177,106,151,0.983,"Baltimore Orioles","Oriole Park at Camden Yards",2102240,2762642.82142857
"76",76,"BAL",2013,"AL",3,162,81,85,77,745,5620,1460,298,14,212,416,1125,79,29,36,45,709,678,4.2,2,6,57,4359,1438,202,473,1169,54,165,0.991,"Baltimore Orioles","Oriole Park at Camden Yards",2357561,3245897.42307692
"77",77,"BAL",2014,"AL",1,162,81,96,66,705,5596,1434,264,16,211,401,1285,44,20,62,36,593,557,3.43,3,13,53,4384,1342,151,472,1174,87,156,0.986,"Baltimore Orioles","Oriole Park at Camden Yards",2464473,3682074.07407407
"78",78,"BAL",2015,"AL",3,162,78,81,81,713,5485,1370,246,20,217,418,1331,44,25,51,32,693,646,4.05,0,10,43,4304,1406,174,483,1233,77,134,0.987,"Baltimore Orioles","Oriole Park at Camden Yards",2281202,4108744.03571429
"79",79,"BOS",1986,"AL",1,161,81,95,66,794,5498,1488,320,21,144,595,707,41,34,NA,NA,696,624,3.93,36,6,41,4287,1469,167,474,1033,129,146,0.97,"Boston Red Sox","Fenway Park II",2147641,508712.555555556
"80",80,"BOS",1987,"AL",5,162,80,78,84,842,5586,1554,273,26,174,606,825,77,45,NA,NA,825,761,4.77,47,13,16,4308,1584,190,517,1034,110,158,0.98,"Boston Red Sox","Fenway Park II",2231551,676277.8
"81",81,"BOS",1988,"AL",1,162,81,89,73,813,5545,1569,310,39,124,623,728,65,36,NA,NA,689,629,3.97,26,14,37,4278,1415,143,493,1085,93,123,0.98,"Boston Red Sox","Fenway Park II",2464851,579003.833333333
"82",82,"BOS",1989,"AL",3,162,81,83,79,774,5666,1571,326,30,108,643,755,56,35,NA,NA,735,651,4.01,14,9,42,4380,1448,131,548,1054,127,162,0.98,"Boston Red Sox","Fenway Park II",2510012,672374.923076923
"83",83,"BOS",1990,"AL",1,162,81,88,74,699,5516,1502,298,31,106,598,795,53,52,NA,NA,664,596,3.72,15,13,44,4326,1439,92,519,997,123,154,0.98,"Boston Red Sox","Fenway Park II",2528986,670277.766666667
"84",84,"BOS",1991,"AL",2,162,81,84,78,731,5530,1486,305,25,126,593,820,59,39,NA,NA,712,641,4.01,15,13,45,4317,1405,147,530,999,116,165,0.98,"Boston Red Sox","Fenway Park II",2562435,1169568.96551724
"85",85,"BOS",1992,"AL",7,162,81,73,89,599,5461,1343,259,21,84,591,865,44,48,NA,NA,669,576,3.58,22,13,39,4344,1403,107,535,943,139,170,0.97,"Boston Red Sox","Fenway Park II",2468574,1442352.8
"86",86,"BOS",1993,"AL",5,162,81,80,82,686,5496,1451,319,29,114,508,871,73,38,NA,NA,698,608,3.77,9,11,44,4356,1379,127,552,997,122,155,0.98,"Boston Red Sox","Fenway Park II",2422021,1197438.16129032
"87",87,"BOS",1994,"AL",4,115,64,54,61,552,3940,1038,222,19,120,404,723,81,38,NA,NA,621,564,4.93,6,1,30,3087,1104,120,450,729,81,124,0.98,"Boston Red Sox","Fenway Park II",1775818,1261969.46666667
"88",88,"BOS",1995,"AL",1,144,72,86,58,791,4997,1399,286,31,175,560,923,99,44,NA,NA,698,630,4.39,7,9,39,3876,1338,127,476,888,120,151,0.97,"Boston Red Sox","Fenway Park II",2164410,939603.470588235
"89",89,"BOS",1996,"AL",3,162,81,85,77,928,5756,1631,308,31,209,642,1020,91,44,NA,NA,921,810,5,17,5,37,4374,1606,185,722,1165,135,152,0.97,"Boston Red Sox","Fenway Park II",2315231,1199814.28571429
"90",90,"BOS",1997,"AL",4,162,81,78,84,851,5781,1684,373,32,185,514,1044,68,48,NA,NA,857,785,4.87,7,4,40,4355,1567,149,610,987,136,179,0.97,"Boston Red Sox","Fenway Park II",2226136,1281139.70588235
"91",91,"BOS",1998,"AL",2,162,81,92,70,876,5601,1568,338,35,205,541,1049,72,39,NA,NA,729,669,4.19,5,8,53,4308,1406,168,504,1025,105,128,0.98,"Boston Red Sox","Fenway Park II",2314704,1775607.14285714
"92",92,"BOS",1999,"AL",2,162,81,94,68,836,5579,1551,334,42,176,597,928,67,39,NA,NA,718,638,4,6,12,50,4309,1396,160,469,1131,127,131,0.97,"Boston Red Sox","Fenway Park II",2446162,2109916.66666667
"93",93,"BOS",2000,"AL",2,162,81,85,77,792,5630,1503,316,32,167,611,1019,43,30,42,48,745,683,4.23,7,12,46,4358,1433,173,498,1121,109,120,0.982,"Boston Red Sox","Fenway Park II",2585895,2664532.03846154
"94",94,"BOS",2001,"AL",2,161,81,82,79,772,5605,1493,316,29,198,520,1131,46,35,70,41,745,667,4.15,3,9,48,4344,1412,146,544,1259,113,129,0.981,"Boston Red Sox","Fenway Park II",2625333,3543010.74193548
