"","score"
"1948",21.11
"1949",19.6
"1950",19.6
"1951",22.24
"1952",22.24
"1953",23.89
"1954",23.89
"1955",7.68
"1956",7.71
"1957",7.27
"1958",7.76
"1959",7.67
"1960",7.68
"1961",7.83
"1962",7.51
"1963",7.67
"1964",7.68
"1965",7.67
"1966",7.42
"1967",8
"1968",7.17
"1969",7.73
"1970",22.91
"1971",22.92
"1972",22
"1973",18.47
"1974",23.96
"1975",22
"1976",22
"1977",23.57
"1978",22.25
"1979",22
"1980",22.92
"1981",22
"1982",19.6
"1983",22
"1984",23.51
"1985",22.75
"1986",20.5
"1987",19.37
"1988",23.72
"1989",20.5
"1990",20.5
"1991",22.63
"1992",22.92
"1993",20.5
"1994",22.77
"1995",20.5
"1996",18.79
"1997",18.41
"1998",20.5
"1999",23.69
"2000",21.88
"2001",21.88
"2002",20.5
"2003",17.82
"2004",17.82
"2005",23.02
"2006",23.02
"2007",20.5
"2008",20.5
"2009",22.43
"2010",22.43
"2011",21.32
"2012",21.32
"2013",20.5
"2014",21.89
"2015",21.89
"2016",20.5
"2017",16.67
"2018",16.67
"2019",16.65
"2020",16.65
"2021",20.5
"2022",23.05
"2023",23.05
"2024",22.48
"2025",22.48
"2026",20.5
"2027",20.5
"2028",19.55
"2029",19.55
"2030",23.32
"2031",23.32
"2032",20.5
"2033",20.5
"2034",20.5
"2035",20.5
"2036",22.03
"2037",22.03
"2038",23
"2039",23
"2040",20.5
"2041",20.5
"2042",22.5
"2043",22.5
"2044",20.5
"2045",20.5
"2046",19.04
"2047",19.04
"2048",18.82
"2049",18.82
"2050",20.5
"2051",20.5
"2052",23.33
"2053",23.33
"2054",23
"2055",23
"2056",20
"2057",19.29
"2058",19.29
"2059",24.07
"2060",24.07
"2061",20
"2062",20
"2063",23.07
"2064",23.07
"2065",22.98
"2066",22.98
"2067",20
"2068",23.03
"2069",23.03
"2070",20
"2071",18.25
"2072",18.25
"2073",18.35
"2074",18.35
"2075",20
"2076",24.04
"2077",24.04
"2078",23.03
"2079",23.03
"2080",21.5
"2081",21.5
"2082",20.33
"2083",20.33
"2084",23.8
"2085",23.8
"2086",21.5
"2087",21.5
"2088",21.5
"2089",21.5
"2090",22.51
"2091",22.51
"2092",23.59
"2093",23.59
"2094",21.5
"2095",21.5
"2096",23.04
"2097",23.04
"2098",21.5
"2099",21.5
"2100",20.38
"2101",20.38
"2102",19.35
"2103",19.35
"2104",21.5
"2105",21.5
"2106",23.74
"2107",23.74
"2108",7.77
"2109",7.78
"2110",7
"2111",7.35
"2112",7.88
"2113",7
"2114",7
"2115",8.09
"2116",7.45
"2117",7
"2118",7.78
"2119",7
"2120",7.7
"2121",7
"2122",7.77
"2123",23.91
"2124",22.33
"2125",18.6
"2126",24.45
"2127",22.33
"2128",23.94
"2129",22.33
"2130",24.02
"2131",23.86
"2132",22.33
"2133",23.94
"2134",22.33
"2135",21.88
"2136",22.33
"2137",24.29
"2138",24.06
"2139",18.67
"2140",24.21
"2141",22.33
"2142",19.97
"2143",24.68
"2144",22.33
"2145",24.08
"2146",22.33
"2147",23.5
"2148",24.66
"2149",22.33
"2150",24.08
"2151",22.33
"2152",22.28
"2153",19.5
"2154",27.5
"2155",22.33
"2156",24.31
"2157",23.65
"2158",23.65
"2159",17.17
"2160",17.17
"2161",23.83
"2162",23.83
"2163",21.33
"2164",18.85
"2165",18.85
"2166",24.37
"2167",24.37
"2168",21.33
"2169",23.67
"2170",23.67
"2171",21.33
"2172",23.87
"2173",23.87
"2174",23.48
"2175",23.48
"2176",21.33
"2177",23.67
"2178",23.67
"2179",21.33
"2180",20.44
"2181",20.44
"2182",17.33
"2183",17.33
"2184",26.83
"2185",21.33
"2186",24.12
"2187",24.12
"2188",23.64
"2189",23.64
"2190",19.5
"2191",19.5
"2192",23.74
"2193",23.74
"2194",23.33
"2195",20.18
"2196",20.18
"2197",24.14
"2198",24.14
"2199",23.33
"2200",23.64
"2201",23.64
"2202",23.33
"2203",22.64
"2204",22.64
"2205",24.65
"2206",24.65
"2207",23.33
"2208",23.64
"2209",23.64
"2210",23.33
"2211",23.48
"2212",23.48
"2213",21.67
"2214",21.67
"2215",26.67
"2216",23.33
"2217",23.63
"2218",23.63
"2219",24.61
"2220",24.61
"2221",19.5
"2222",19.5
"2223",24.76
"2224",24.76
"2225",21.67
"2226",21.67
"2227",19.73
"2228",19.73
"2229",25.36
"2230",25.36
"2231",21.67
"2232",21.67
"2233",24.64
"2234",24.64
"2235",21.67
"2236",21.67
"2237",24.09
"2238",24.09
"2239",25.2
"2240",25.2
"2241",21.67
"2242",21.67
"2243",24.64
"2244",24.64
"2245",21.67
"2246",21.67
"2247",22
"2248",22
"2249",18.67
"2250",18.67
"2251",28
"2252",21.67
"2253",21.67
"2254",25.01
"2255",25.01
"2256",23.94
"2257",23.94
"2258",18.17
"2259",18.17
"2260",24.09
"2261",24.09
"2262",22.67
"2263",22.67
"2264",20.82
"2265",20.82
"2266",24.41
"2267",24.41
"2268",22.67
"2269",22.67
"2270",23.95
"2271",23.95
"2272",22.67
"2273",22.67
"2274",23.05
"2275",23.05
"2276",24.87
"2277",24.87
"2278",22.67
"2279",22.67
"2280",23.95
"2281",23.95
"2282",22.67
"2283",22.67
"2284",23.04
"2285",23.04
"2286",19.5
"2287",19.5
"2288",27.83
"2289",22.67
"2290",22.67
"2291",24.07
"2292",24.07
"2293",7.86
"2294",8.67
"2295",7.2
"2296",7.91
"2297",8.67
"2298",7.85
"2299",8.67
"2300",8
"2301",7.69
"2302",8.67
"2303",7.85
"2304",8.67
"2305",7.71
"2306",8.67
"2307",7.91
"2308",23
"2309",23
"2310",23
"2311",23
"2312",23
"2313",23
"2314",23.5
"2315",23.5
"2316",23.5
"2317",23.5
"2318",23.5
"2319",23.5
"2320",21.88
"2321",21.88
"2322",21.88
"2323",21.88
"2324",21.88
"2325",21.88
"2326",21.88
"2327",21.88
"2328",21.88
"2329",21.88
"2330",21.88
"2331",21.88
"2332",24.88
"2333",24.88
"2334",24.88
"2335",24.88
"2336",24.88
"2337",24.88
"2338",24.88
"2339",24.88
"2340",24.88
"2341",24.88
"2342",24.88
"2343",24.88
"2344",21.25
"2345",21.25
"2346",21.25
"2347",21.25
"2348",21.25
"2349",21.25
"2350",21.25
"2351",21.25
"2352",21.25
"2353",21.25
"2354",21.25
"2355",21.25
"2356",22.26
"2357",21.5
"2358",19.29
"2359",23.29
"2360",21.5
"2361",22.27
"2362",21.5
"2363",22.11
"2364",22.47
"2365",21.5
"2366",22.27
"2367",21.5
"2368",16
"2369",21.5
"2370",23.09
"2371",22.99
"2372",23.1
"2373",19.36
"2374",24.17
"2375",23.5
"2376",23.5
"2377",22.1
"2378",23.96
"2379",23.5
"2380",22.98
"2381",23.5
"2382",17.44
"2383",22.7
"2384",23.5
"2385",23.91
"2386",21.96
"2387",21.96
"2388",22.04
"2389",22.04
"2390",18.33
"2391",18.33
"2392",23.13
"2393",23.13
"2394",23.5
"2395",23.5
"2396",21.75
"2397",21.75
"2398",22.16
"2399",22.16
"2400",23.5
"2401",21.94
"2402",21.94
"2403",23.5
"2404",15.25
"2405",15.25
"2406",21
"2407",21
"2408",23.5
"2409",23.02
"2410",23.02
"2411",23.11
"2412",23.11
"2413",23.27
"2414",23.27
"2415",19.85
"2416",19.85
"2417",24.18
"2418",24.18
"2419",23
"2420",23
"2421",21.43
"2422",21.43
"2423",24.97
"2424",24.97
"2425",23
"2426",23.11
"2427",23.11
"2428",23
"2429",19.38
"2430",19.38
"2431",22.2
"2432",22.2
"2433",23
"2434",23.82
"2435",23.82
"2436",23.09
"2437",23.09
"2438",23.23
"2439",23.23
"2440",18.38
"2441",18.38
"2442",24.65
"2443",24.65
"2444",22
"2445",22
"2446",22.67
"2447",22.67
"2448",23.57
"2449",23.57
"2450",22
"2451",23.1
"2452",23.1
"2453",22
"2454",15.5
"2455",15.5
"2456",23.2
"2457",23.2
"2458",22
"2459",24.34
"2460",24.34
"2461",23.36
"2462",23.36
"2463",23.44
"2464",23.44
"2465",20.54
"2466",20.54
"2467",24.26
"2468",24.26
"2469",25
"2470",25
"2471",25
"2472",25
"2473",22.2
"2474",22.2
"2475",24.6
"2476",24.6
"2477",25
"2478",25
"2479",23.34
"2480",23.34
"2481",25
"2482",25
"2483",19.19
"2484",19.19
"2485",24
"2486",24
"2487",25
"2488",25
"2489",24.03
"2490",24.03
"2491",7.4
"2492",6.5
"2493",7.25
"2494",7.48
"2495",6.5
"2496",7.42
"2497",6.5
"2498",7.49
"2499",7.33
"2500",6.5
"2501",7.42
"2502",6.5
"2503",6.73
"2504",6.5
"2505",7.49
"2506",20.89
"2507",20.89
"2508",20.89
"2509",20.89
"2510",20.89
"2511",20.56
"2512",20.56
"2513",20.56
"2514",20.56
"2515",20.56
"2516",20.56
"2517",20.56
"2518",20.56
"2519",20.56
"2520",20.56
"2521",19.44
"2522",19.44
"2523",19.44
"2524",19.44
"2525",19.44
"2526",19.44
"2527",19.44
"2528",19.44
"2529",19.44
"2530",19.44
"2531",21.22
"2532",21.22
"2533",21.22
"2534",21.22
"2535",21.22
"2536",21.22
"2537",21.22
"2538",21.22
"2539",21.22
"2540",21.22
"2541",22.11
"2542",22.11
"2543",22.11
"2544",22.11
"2545",22.11
"2546",22.11
"2547",22.11
"2548",22.11
"2549",22.11
"2550",22.11
"2551",22.45
"2552",22.45
"2553",21.44
"2554",23.27
"2555",21.3
"2556",23.6
"2557",22.45
"2558",22.11
"2559",20.86
"2560",22.64
"2561",21.55
"2562",22.6
"2563",22.11
"2564",23.67
"2565",21.57
"2566",21.57
"2567",19.79
"2568",19.79
"2569",22.33
"2570",22.33
"2571",21.14
"2572",21.14
"2573",21.96
"2574",21.96
"2575",21.57
"2576",21.57
"2577",23.42
"2578",23.42
"2579",22.49
"2580",22.49
"2581",21.21
"2582",21.21
"2583",23.03
"2584",23.03
"2585",21.14
"2586",21.14
"2587",23.68
"2588",23.68
"2589",22.49
"2590",22.49
"2591",24
"2592",24
"2593",22.38
"2594",22.38
"2595",21.5
"2596",21.5
"2597",22.76
"2598",22.76
"2599",22.68
"2600",22.68
"2601",22.12
"2602",22.12
"2603",22.38
"2604",22.38
"2605",23.94
"2606",23.94
"2607",21.74
"2608",21.74
"2609",20.5
"2610",20.5
"2611",22.27
"2612",22.27
"2613",20.91
"2614",20.91
"2615",22.48
"2616",22.48
"2617",21.74
"2618",21.74
"2619",23.17
"2620",23.17
"2621",7.4
"2622",7.4
"2623",7.56
"2624",7.27
"2625",7.2
"2626",7.6
"2627",7.4
"2628",22.45
"2629",22.45
"2630",21.44
"2631",23.27
"2632",21.3
"2633",23.6
"2634",22.45
"2635",22.11
"2636",20.86
"2637",22.64
"2638",21.55
"2639",22.6
"2640",22.11
"2641",23.67
"2642",21.57
"2643",21.57
"2644",19.79
"2645",19.79
"2646",22.33
"2647",22.33
"2648",21.14
"2649",21.14
"2650",21.96
"2651",21.96
"2652",21.57
"2653",21.57
"2654",23.42
"2655",23.42
"2656",22.49
"2657",22.49
"2658",21.21
"2659",21.21
"2660",23.03
"2661",23.03
"2662",21.14
"2663",21.14
"2664",23.68
"2665",23.68
"2666",22.49
"2667",22.49
"2668",24
"2669",24
"2670",22.38
"2671",22.38
"2672",21.5
"2673",21.5
"2674",22.76
"2675",22.76
"2676",22.68
"2677",22.68
"2678",22.12
"2679",22.12
"2680",22.38
"2681",22.38
"2682",23.94
"2683",23.94
"2684",21.74
"2685",21.74
"2686",20.5
"2687",20.5
"2688",22.27
"2689",22.27
"2690",20.91
"2691",20.91
"2692",22.48
"2693",22.48
"2694",21.74
"2695",21.74
"2696",23.17
"2697",23.17
"2698",7.4
"2699",7.4
"2700",7.56
"2701",7.27
"2702",7.2
"2703",7.6
"2704",7.4
"2705",23
"2706",23.33
"2707",19
"2708",19
"2709",23.33
"2710",19
"2711",19
"2712",23.33
"2713",19
"2714",19
"2715",22.94
"2716",23.2
"2717",19
"2718",19
"2719",23.2
"2720",19
"2721",19
"2722",23.2
"2723",19
"2724",19
"2725",23.5
"2726",23.5
"2727",23.67
"2728",23.67
"2729",21
"2730",21
"2731",23.67
"2732",23.67
"2733",21
"2734",21
"2735",23.67
"2736",23.67
"2737",21
"2738",21
"2739",21.94
"2740",21.94
"2741",22.13
"2742",22.13
"2743",19
"2744",19
"2745",22.13
"2746",22.13
"2747",19
"2748",19
"2749",22.13
"2750",22.13
"2751",19
"2752",19
"2753",22.75
"2754",22.75
"2755",23.2
"2756",23.2
"2757",16
"2758",16
"2759",23.2
"2760",23.2
"2761",16
"2762",16
"2763",23.2
"2764",23.2
"2765",16
"2766",16
"2767",22.81
"2768",22.81
"2769",23.13
"2770",23.13
"2771",18
"2772",18
"2773",23.13
"2774",23.13
"2775",18
"2776",18
"2777",23.13
"2778",23.13
"2779",18
"2780",18
"2781",7.31
"2782",7.42
"2783",6
"2784",6
"2785",7.42
"2786",6
"2787",6
"2788",7.42
"2789",6
"2790",6
"2791",23
"2792",23.33
"2793",19
"2794",19
"2795",23.33
"2796",19
"2797",19
"2798",23.33
"2799",19
"2800",19
"2801",22.94
"2802",23.2
"2803",19
"2804",19
"2805",23.2
"2806",19
"2807",19
"2808",23.2
"2809",19
"2810",19
"2811",23.5
"2812",23.5
"2813",23.67
"2814",23.67
"2815",21
"2816",21
"2817",23.67
"2818",23.67
"2819",21
"2820",21
"2821",23.67
"2822",23.67
"2823",21
"2824",21
"2825",21.94
"2826",21.94
"2827",22.13
"2828",22.13
"2829",19
"2830",19
"2831",22.13
"2832",22.13
"2833",19
"2834",19
"2835",22.13
"2836",22.13
"2837",19
"2838",19
"2839",22.75
"2840",22.75
"2841",23.2
"2842",23.2
"2843",16
"2844",16
"2845",23.2
"2846",23.2
"2847",16
"2848",16
"2849",23.2
"2850",23.2
"2851",16
"2852",16
"2853",22.81
"2854",22.81
"2855",23.13
"2856",23.13
"2857",18
"2858",18
"2859",23.13
"2860",23.13
"2861",18
"2862",18
"2863",23.13
"2864",23.13
"2865",18
"2866",18
"2867",7.31
"2868",7.42
"2869",6
"2870",6
"2871",7.42
"2872",6
"2873",6
"2874",7.42
"2875",6
"2876",6
"2877",24.19
"2878",18.17
"2879",24.3
"2880",23.5
"2881",21.6
"2882",24.31
"2883",23.5
"2884",24.19
"2885",23.5
"2886",24.79
"2887",23.57
"2888",23.5
"2889",24.19
"2890",23.5
"2891",20.17
"2892",21.43
"2893",24.24
"2894",25.1
"2895",18.64
"2896",25.3
"2897",23.67
"2898",22.78
"2899",25.2
"2900",23.67
"2901",25.11
"2902",23.67
"2903",24.87
"2904",25.34
"2905",23.67
"2906",25.11
"2907",23.67
"2908",21
"2909",22.57
"2910",23.67
"2911",25.15
"2912",24.78
"2913",24.78
"2914",17.14
"2915",17.14
"2916",25.01
"2917",25.01
"2918",25.33
"2919",22.39
"2920",22.39
"2921",24.87
"2922",24.87
"2923",25.33
"2924",24.78
"2925",24.78
"2926",25.33
"2927",25.31
"2928",25.31
"2929",24.24
"2930",24.24
"2931",25.33
"2932",24.78
"2933",24.78
"2934",25.33
"2935",20.13
"2936",20.13
"2937",21.86
"2938",21.86
"2939",25.33
"2940",24.83
"2941",24.83
"2942",25.05
"2943",25.05
"2944",17.93
"2945",17.93
"2946",25.26
"2947",25.26
"2948",26
"2949",21.94
"2950",21.94
"2951",25.17
"2952",25.17
"2953",26
"2954",25.04
"2955",25.04
"2956",26
"2957",24.22
"2958",24.22
"2959",25.87
"2960",25.87
"2961",26
"2962",25.04
"2963",25.04
"2964",26
"2965",20
"2966",20
"2967",21
"2968",21
"2969",26
"2970",25.14
"2971",25.14
"2972",25.08
"2973",25.08
"2974",18.93
"2975",18.93
"2976",25.3
"2977",25.3
"2978",20.67
"2979",20.67
"2980",24
"2981",24
"2982",25.15
"2983",25.15
"2984",20.67
"2985",20.67
"2986",25.11
"2987",25.11
"2988",20.67
"2989",20.67
"2990",25.09
"2991",25.09
"2992",25.13
"2993",25.13
"2994",20.67
"2995",20.67
"2996",25.11
"2997",25.11
"2998",20.67
"2999",20.67
"3000",21.38
"3001",21.38
"3002",23.71
"3003",23.71
"3004",20.67
"3005",20.67
"3006",25.12
"3007",25.12
"3008",24.97
"3009",24.97
"3010",20.07
"3011",20.07
"3012",25.14
"3013",25.14
"3014",22
"3015",22
"3016",22.33
"3017",22.33
"3018",25.1
"3019",25.1
"3020",22
"3021",22
"3022",24.99
"3023",24.99
"3024",22
"3025",22
"3026",24.43
"3027",24.43
"3028",25.56
"3029",25.56
"3030",22
"3031",22
"3032",24.99
"3033",24.99
"3034",22
"3035",22
"3036",21.88
"3037",21.88
"3038",22.86
"3039",22.86
"3040",22
"3041",22
"3042",25.02
"3043",25.02
"3044",7.49
"3045",5.5
"3046",7.53
"3047",7
"3048",6.8
"3049",7.52
"3050",7
"3051",7.49
"3052",7
"3053",7.77
"3054",7.2
"3055",7
"3056",7.49
"3057",7
"3058",6.83
"3059",7.43
"3060",7.48
"3061",24.19
"3062",18.17
"3063",24.3
"3064",23.5
"3065",21.6
"3066",24.31
"3067",23.5
"3068",24.19
"3069",23.5
"3070",24.79
"3071",23.57
"3072",23.5
"3073",24.19
"3074",23.5
"3075",20.17
"3076",21.43
"3077",24.24
"3078",25.1
"3079",18.64
"3080",25.3
"3081",23.67
"3082",22.78
"3083",25.2
"3084",23.67
"3085",25.11
"3086",23.67
"3087",24.87
"3088",25.34
"3089",23.67
"3090",25.11
"3091",23.67
"3092",21
"3093",22.57
"3094",23.67
"3095",25.15
"3096",24.78
"3097",24.78
"3098",17.14
"3099",17.14
"3100",25.01
"3101",25.01
"3102",25.33
"3103",22.39
"3104",22.39
"3105",24.87
"3106",24.87
"3107",25.33
"3108",24.78
"3109",24.78
"3110",25.33
"3111",25.31
"3112",25.31
"3113",24.24
"3114",24.24
"3115",25.33
"3116",24.78
"3117",24.78
"3118",25.33
"3119",20.13
"3120",20.13
"3121",21.86
"3122",21.86
"3123",25.33
"3124",24.83
"3125",24.83
"3126",25.05
"3127",25.05
"3128",17.93
"3129",17.93
"3130",25.26
"3131",25.26
"3132",26
"3133",21.94
"3134",21.94
"3135",25.17
"3136",25.17
"3137",26
"3138",25.04
"3139",25.04
"3140",26
"3141",24.22
"3142",24.22
"3143",25.87
"3144",25.87
"3145",26
"3146",25.04
"3147",25.04
"3148",26
"3149",20
"3150",20
"3151",21
"3152",21
"3153",26
"3154",25.14
"3155",25.14
"3156",25.08
"3157",25.08
"3158",18.93
"3159",18.93
"3160",25.3
"3161",25.3
"3162",20.67
"3163",20.67
"3164",24
"3165",24
"3166",25.15
"3167",25.15
"3168",20.67
"3169",20.67
"3170",25.11
"3171",25.11
"3172",20.67
"3173",20.67
"3174",25.09
"3175",25.09
"3176",25.13
"3177",25.13
"3178",20.67
"3179",20.67
"3180",25.11
"3181",25.11
"3182",20.67
"3183",20.67
"3184",21.38
"3185",21.38
"3186",23.71
"3187",23.71
"3188",20.67
"3189",20.67
"3190",25.12
"3191",25.12
"3192",24.97
"3193",24.97
"3194",20.07
"3195",20.07
"3196",25.14
"3197",25.14
"3198",22
"3199",22
"3200",22.33
"3201",22.33
"3202",25.1
"3203",25.1
"3204",22
"3205",22
"3206",24.99
"3207",24.99
"3208",22
"3209",22
"3210",24.43
"3211",24.43
"3212",25.56
"3213",25.56
"3214",22
"3215",22
"3216",24.99
"3217",24.99
"3218",22
"3219",22
"3220",21.88
"3221",21.88
"3222",22.86
"3223",22.86
"3224",22
"3225",22
"3226",25.02
"3227",25.02
"3228",7.49
"3229",5.5
"3230",7.53
"3231",7
"3232",6.8
"3233",7.52
"3234",7
"3235",7.49
"3236",7
"3237",7.77
"3238",7.2
"3239",7
"3240",7.49
"3241",7
"3242",6.83
"3243",7.43
"3244",7.48
"3245",20.71
"3246",20.69
"3247",22
"3248",19.27
"3249",21.33
"3250",22
"3251",20.69
"3252",22
"3253",21.1
"3254",20.24
"3255",20.69
"3256",22
"3257",21
"3258",21.75
"3259",24
"3260",20.88
"3261",22.08
"3262",24
"3263",21.72
"3264",24
"3265",21.34
"3266",22.16
"3267",21.72
"3268",24
"3269",21.95
"3270",20.81
"3271",20.81
"3272",24
"3273",19.88
"3274",19.88
"3275",21.15
"3276",21.15
"3277",24
"3278",20.77
"3279",20.77
"3280",24
"3281",21.43
"3282",21.43
"3283",20.18
"3284",20.18
"3285",20.77
"3286",20.77
"3287",24
"3288",21
"3289",21
"3290",21.78
"3291",21.78
"3292",20
"3293",21.35
"3294",21.35
"3295",22
"3296",22
"3297",20
"3298",21.8
"3299",21.8
"3300",20
"3301",20.8
"3302",20.8
"3303",22.77
"3304",22.77
"3305",21.8
"3306",21.8
"3307",20
"3308",21.93
"3309",21.93
"3310",21.44
"3311",21.44
"3312",27
"3313",20.19
"3314",20.19
"3315",21.89
"3316",21.89
"3317",27
"3318",21.38
"3319",21.38
"3320",27
"3321",21.09
"3322",21.09
"3323",21.8
"3324",21.8
"3325",21.38
"3326",21.38
"3327",27
"3328",21.74
"3329",21.74
"3330",22.34
"3331",22.34
"3332",23
"3333",21.65
"3334",21.65
"3335",22.62
"3336",22.62
"3337",23
"3338",22.33
"3339",22.33
"3340",23
"3341",21.3
"3342",21.3
"3343",23.39
"3344",23.39
"3345",22.33
"3346",22.33
"3347",23
"3348",22.41
"3349",22.41
"3350",7.13
"3351",7.14
"3352",6
"3353",6.41
"3354",7.47
"3355",6
"3356",7.14
"3357",6
"3358",7.28
"3359",6.94
"3360",7.14
"3361",6
"3362",7.2
"3363",20.71
"3364",20.69
"3365",22
"3366",19.27
"3367",21.33
"3368",22
"3369",20.69
"3370",22
"3371",21.1
"3372",20.24
"3373",20.69
"3374",22
"3375",21
"3376",21.75
"3377",24
"3378",20.88
"3379",22.08
"3380",24
"3381",21.72
"3382",24
"3383",21.34
"3384",22.16
"3385",21.72
"3386",24
"3387",21.95
"3388",20.81
"3389",20.81
"3390",24
"3391",19.88
"3392",19.88
"3393",21.15
"3394",21.15
"3395",24
"3396",20.77
"3397",20.77
"3398",24
"3399",21.43
"3400",21.43
"3401",20.18
"3402",20.18
"3403",20.77
"3404",20.77
"3405",24
"3406",21
"3407",21
"3408",21.78
"3409",21.78
"3410",20
"3411",21.35
"3412",21.35
"3413",22
"3414",22
"3415",20
"3416",21.8
"3417",21.8
"3418",20
"3419",20.8
"3420",20.8
"3421",22.77
"3422",22.77
"3423",21.8
"3424",21.8
"3425",20
"3426",21.93
"3427",21.93
"3428",21.44
"3429",21.44
"3430",27
"3431",20.19
"3432",20.19
"3433",21.89
"3434",21.89
"3435",27
"3436",21.38
"3437",21.38
"3438",27
"3439",21.09
"3440",21.09
"3441",21.8
"3442",21.8
"3443",21.38
"3444",21.38
"3445",27
"3446",21.74
"3447",21.74
"3448",22.34
"3449",22.34
"3450",23
"3451",21.65
"3452",21.65
"3453",22.62
"3454",22.62
"3455",23
"3456",22.33
"3457",22.33
"3458",23
"3459",21.3
"3460",21.3
"3461",23.39
"3462",23.39
"3463",22.33
"3464",22.33
"3465",23
"3466",22.41
"3467",22.41
"3468",7.13
"3469",7.14
"3470",6
"3471",6.41
"3472",7.47
"3473",6
"3474",7.14
"3475",6
"3476",7.28
"3477",6.94
"3478",7.14
"3479",6
"3480",7.2
"3481",23.12
"3482",20.14
"3483",23.37
"3484",20.69
"3485",23.53
"3486",23.12
"3487",23.43
"3488",22.79
"3489",23.12
"3490",23.21
"3491",24.04
"3492",21.33
"3493",24.19
"3494",23
"3495",24.19
"3496",24.04
"3497",23.93
"3498",24.15
"3499",24.04
"3500",23.4
"3501",24.18
"3502",23.17
"3503",23.17
"3504",18.78
"3505",18.78
"3506",23.42
"3507",23.42
"3508",21.9
"3509",21.9
"3510",23.35
"3511",23.35
"3512",23.17
"3513",23.17
"3514",23.93
"3515",23.93
"3516",22.4
"3517",22.4
"3518",23.17
"3519",23.17
"3520",22.2
"3521",22.2
"3522",23.33
"3523",23.33
"3524",24.72
"3525",24.72
"3526",21
"3527",21
"3528",24.94
"3529",24.94
"3530",23.24
"3531",23.24
"3532",24.94
"3533",24.94
"3534",24.72
"3535",24.72
"3536",23.77
"3537",23.77
"3538",25.68
"3539",25.68
"3540",24.72
"3541",24.72
"3542",25.1
"3543",25.1
"3544",24.82
"3545",24.82
"3546",23.46
"3547",23.46
"3548",22.56
"3549",22.56
"3550",23.51
"3551",23.51
"3552",22.05
"3553",22.05
"3554",23.67
"3555",23.67
"3556",23.46
"3557",23.46
"3558",23.56
"3559",23.56
"3560",23.36
"3561",23.36
"3562",23.46
"3563",23.46
"3564",21.8
"3565",21.8
"3566",23.68
"3567",23.68
"3568",24.19
"3569",24.19
"3570",22.56
"3571",22.56
"3572",24.29
"3573",24.29
"3574",24.1
"3575",24.1
"3576",24.2
"3577",24.2
"3578",24.19
"3579",24.19
"3580",23.79
"3581",23.79
"3582",24.59
"3583",24.59
"3584",24.19
"3585",24.19
"3586",23.8
"3587",23.8
"3588",24.29
"3589",24.29
"3590",7.41
"3591",6.14
"3592",7.52
"3593",6.92
"3594",7.49
"3595",7.41
"3596",7.45
"3597",7.37
"3598",7.41
"3599",7.3
"3600",23.12
"3601",20.14
"3602",23.37
"3603",20.69
"3604",23.53
"3605",23.12
"3606",23.43
"3607",22.79
"3608",23.12
"3609",23.21
"3610",24.04
"3611",21.33
"3612",24.19
"3613",23
"3614",24.19
"3615",24.04
"3616",23.93
"3617",24.15
"3618",24.04
"3619",23.4
"3620",24.18
"3621",23.17
"3622",23.17
"3623",18.78
"3624",18.78
"3625",23.42
"3626",23.42
"3627",21.9
"3628",21.9
"3629",23.35
"3630",23.35
"3631",23.17
"3632",23.17
"3633",23.93
"3634",23.93
"3635",22.4
"3636",22.4
"3637",23.17
"3638",23.17
"3639",22.2
"3640",22.2
"3641",23.33
"3642",23.33
"3643",24.72
"3644",24.72
"3645",21
"3646",21
"3647",24.94
"3648",24.94
"3649",23.24
"3650",23.24
"3651",24.94
"3652",24.94
"3653",24.72
"3654",24.72
"3655",23.77
"3656",23.77
"3657",25.68
"3658",25.68
"3659",24.72
"3660",24.72
"3661",25.1
"3662",25.1
"3663",24.82
"3664",24.82
"3665",23.46
"3666",23.46
"3667",22.56
"3668",22.56
"3669",23.51
"3670",23.51
"3671",22.05
"3672",22.05
"3673",23.67
"3674",23.67
"3675",23.46
"3676",23.46
"3677",23.56
"3678",23.56
"3679",23.36
"3680",23.36
"3681",23.46
"3682",23.46
"3683",21.8
"3684",21.8
"3685",23.68
"3686",23.68
"3687",24.19
"3688",24.19
"3689",22.56
"3690",22.56
"3691",24.29
"3692",24.29
"3693",24.1
"3694",24.1
"3695",24.2
"3696",24.2
"3697",24.19
"3698",24.19
"3699",23.79
"3700",23.79
"3701",24.59
"3702",24.59
"3703",24.19
"3704",24.19
"3705",23.8
"3706",23.8
"3707",24.29
"3708",24.29
"3709",7.41
"3710",6.14
"3711",7.52
"3712",6.92
"3713",7.49
"3714",7.41
"3715",7.45
"3716",7.37
"3717",7.41
"3718",7.3
"3719",21.3
"3720",21.67
"3721",18
"3722",18
"3723",21.67
"3724",18
"3725",18
"3726",21.67
"3727",18
"3728",18
"3729",22.74
"3730",22.78
"3731",21
"3732",21.58
"3733",23.36
"3734",21
"3735",22.78
"3736",21
"3737",22.33
