"","score"
"52649",18
"52650",18
"52651",7.81
"52652",9
"52653",7.88
"52654",7.75
"52655",9
"52656",7.78
"52657",9
"52658",8.1
"52659",7.65
"52660",9
"52661",7.78
"52662",9
"52663",9
"52664",23.03
"52665",18
"52666",22.88
"52667",23.25
"52668",18
"52669",23.17
"52670",18
"52671",23.5
"52672",23.04
"52673",18
"52674",23.17
"52675",18
"52676",18
"52677",23.42
"52678",17
"52679",21.4
"52680",24.28
"52681",17
"52682",23.53
"52683",17
"52684",22.5
"52685",24.38
"52686",17
"52687",23.53
"52688",17
"52689",17
"52690",22.71
"52691",22.71
"52692",15
"52693",21.33
"52694",21.33
"52695",23.37
"52696",23.37
"52697",15
"52698",22.84
"52699",22.84
"52700",15
"52701",22.85
"52702",22.85
"52703",22.84
"52704",22.84
"52705",15
"52706",22.84
"52707",22.84
"52708",15
"52709",15
"52710",23.39
"52711",23.39
"52712",19
"52713",21.27
"52714",21.27
"52715",24.23
"52716",24.23
"52717",19
"52718",23.47
"52719",23.47
"52720",19
"52721",22
"52722",22
"52723",24.66
"52724",24.66
"52725",19
"52726",23.47
"52727",23.47
"52728",19
"52729",19
"52730",23.56
"52731",23.56
"52732",14
"52733",21.6
"52734",21.6
"52735",24.47
"52736",24.47
"52737",14
"52738",23.72
"52739",23.72
"52740",14
"52741",22.65
"52742",22.65
"52743",24.59
"52744",24.59
"52745",14
"52746",23.72
"52747",23.72
"52748",14
"52749",14
"52750",23.56
"52751",23.56
"52752",18
"52753",21.07
"52754",21.07
"52755",24.56
"52756",24.56
"52757",18
"52758",23.66
"52759",23.66
"52760",18
"52761",22.31
"52762",22.31
"52763",24.75
"52764",24.75
"52765",18
"52766",23.66
"52767",23.66
"52768",18
"52769",18
"52770",7.81
"52771",9
"52772",7.88
"52773",7.75
"52774",9
"52775",7.78
"52776",9
"52777",8.1
"52778",7.65
"52779",9
"52780",7.78
"52781",9
"52782",9
"52783",21.38
"52784",21.38
"52785",21.38
"52786",21.38
"52787",20.6
"52788",21.44
"52789",20.13
"52790",20.6
"52791",20.2
"52792",21.2
"52793",20.6
"52794",20.6
"52795",21.04
"52796",21.04
"52797",21.11
"52798",21.11
"52799",21
"52800",21
"52801",21.04
"52802",21.04
"52803",21.33
"52804",21.33
"52805",20.6
"52806",20.6
"52807",21.04
"52808",21.04
"52809",21.04
"52810",21.04
"52811",19.04
"52812",19.04
"52813",19.67
"52814",19.67
"52815",18.69
"52816",18.69
"52817",19.04
"52818",19.04
"52819",18.93
"52820",18.93
"52821",19.2
"52822",19.2
"52823",19.04
"52824",19.04
"52825",19.04
"52826",19.04
"52827",21.16
"52828",21.16
"52829",22.89
"52830",22.89
"52831",20.19
"52832",20.19
"52833",21.16
"52834",21.16
"52835",20.27
"52836",20.27
"52837",22.5
"52838",22.5
"52839",21.16
"52840",21.16
"52841",21.16
"52842",21.16
"52843",20.52
"52844",20.52
"52845",21.11
"52846",21.11
"52847",20.19
"52848",20.19
"52849",20.52
"52850",20.52
"52851",19.6
"52852",19.6
"52853",21.9
"52854",21.9
"52855",20.52
"52856",20.52
"52857",20.52
"52858",20.52
"52859",7.15
"52860",7.15
"52861",7.15
"52862",7.15
"52863",21.38
"52864",21.38
"52865",21.38
"52866",21.38
"52867",20.6
"52868",21.44
"52869",20.13
"52870",20.6
"52871",20.2
"52872",21.2
"52873",20.6
"52874",20.6
"52875",21.04
"52876",21.04
"52877",21.11
"52878",21.11
"52879",21
"52880",21
"52881",21.04
"52882",21.04
"52883",21.33
"52884",21.33
"52885",20.6
"52886",20.6
"52887",21.04
"52888",21.04
"52889",21.04
"52890",21.04
"52891",19.04
"52892",19.04
"52893",19.67
"52894",19.67
"52895",18.69
"52896",18.69
"52897",19.04
"52898",19.04
"52899",18.93
"52900",18.93
"52901",19.2
"52902",19.2
"52903",19.04
"52904",19.04
"52905",19.04
"52906",19.04
"52907",21.16
"52908",21.16
"52909",22.89
"52910",22.89
"52911",20.19
"52912",20.19
"52913",21.16
"52914",21.16
"52915",20.27
"52916",20.27
"52917",22.5
"52918",22.5
"52919",21.16
"52920",21.16
"52921",21.16
"52922",21.16
"52923",20.52
"52924",20.52
"52925",21.11
"52926",21.11
"52927",20.19
"52928",20.19
"52929",20.52
"52930",20.52
"52931",19.6
"52932",19.6
"52933",21.9
"52934",21.9
"52935",20.52
"52936",20.52
"52937",20.52
"52938",20.52
"52939",7.15
"52940",7.15
"52941",7.15
"52942",7.15
"52943",18
"52944",18
"52945",18
"52946",18
"52947",19
"52948",19
"52949",18.3
"52950",19.64
"52951",20.23
"52952",17
"52953",19
"52954",18.71
"52955",18.71
"52956",18.71
"52957",18.71
"52958",18.2
"52959",18.2
"52960",19.18
"52961",19.18
"52962",20.31
"52963",20.31
"52964",16.13
"52965",16.13
"52966",18.71
"52967",18.71
"52968",18.24
"52969",18.24
"52970",18.24
"52971",18.24
"52972",18.2
"52973",18.2
"52974",18.27
"52975",18.27
"52976",18.69
"52977",18.69
"52978",17.5
"52979",17.5
"52980",18.24
"52981",18.24
"52982",19.29
"52983",19.29
"52984",19.29
"52985",19.29
"52986",17.4
"52987",17.4
"52988",21
"52989",21
"52990",21.15
"52991",21.15
"52992",16.25
"52993",16.25
"52994",19.29
"52995",19.29
"52996",19.71
"52997",19.71
"52998",19.71
"52999",19.71
"53000",19.4
"53001",19.4
"53002",20
"53003",20
"53004",20.62
"53005",20.62
"53006",18.25
"53007",18.25
"53008",19.71
"53009",19.71
"53010",6.8
"53011",6.8
"53012",6.8
"53013",6.8
"53014",18
"53015",18
"53016",18
"53017",18
"53018",19
"53019",19
"53020",18.3
"53021",19.64
"53022",20.23
"53023",17
"53024",19
"53025",18.71
"53026",18.71
"53027",18.71
"53028",18.71
"53029",18.2
"53030",18.2
"53031",19.18
"53032",19.18
"53033",20.31
"53034",20.31
"53035",16.13
"53036",16.13
"53037",18.71
"53038",18.71
"53039",18.24
"53040",18.24
"53041",18.24
"53042",18.24
"53043",18.2
"53044",18.2
"53045",18.27
"53046",18.27
"53047",18.69
"53048",18.69
"53049",17.5
"53050",17.5
"53051",18.24
"53052",18.24
"53053",19.29
"53054",19.29
"53055",19.29
"53056",19.29
"53057",17.4
"53058",17.4
"53059",21
"53060",21
"53061",21.15
"53062",21.15
"53063",16.25
"53064",16.25
"53065",19.29
"53066",19.29
"53067",19.71
"53068",19.71
"53069",19.71
"53070",19.71
"53071",19.4
"53072",19.4
"53073",20
"53074",20
"53075",20.62
"53076",20.62
"53077",18.25
"53078",18.25
"53079",19.71
"53080",19.71
"53081",6.8
"53082",6.8
"53083",6.8
"53084",6.8
"53085",22.27
"53086",29.5
"53087",20.64
"53088",22.49
"53089",29.5
"53090",22.19
"53091",29.5
"53092",22.41
"53093",21.91
"53094",29.5
"53095",22.19
"53096",29.5
"53097",21.77
"53098",20.15
"53099",20.88
"53100",29.5
"53101",22.73
"53102",21.7
"53103",21.7
"53104",19.74
"53105",22.11
"53106",23
"53107",21.74
"53108",21.34
"53109",22.06
"53110",23
"53111",21.68
"53112",23
"53113",20.19
"53114",19.27
"53115",20.77
"53116",22.23
"53117",21.51
"53118",21.51
"53119",21.49
"53120",21.49
"53121",18.94
"53122",18.94
"53123",22.03
"53124",22.03
"53125",24
"53126",24
"53127",21.56
"53128",21.56
"53129",21.56
"53130",21.56
"53131",21.37
"53132",21.37
"53133",24
"53134",24
"53135",21.47
"53136",21.47
"53137",24
"53138",24
"53139",20.03
"53140",20.03
"53141",19.59
"53142",19.59
"53143",19.93
"53144",19.93
"53145",22.06
"53146",22.06
"53147",20.98
"53148",20.98
"53149",20.99
"53150",20.99
"53151",18.83
"53152",18.83
"53153",21.43
"53154",21.43
"53155",22.2
"53156",22.2
"53157",21
"53158",21
"53159",20.06
"53160",20.06
"53161",21.95
"53162",21.95
"53163",22.2
"53164",22.2
"53165",20.96
"53166",20.96
"53167",22.2
"53168",22.2
"53169",20.16
"53170",20.16
"53171",18.68
"53172",18.68
"53173",20.18
"53174",20.18
"53175",21.39
"53176",21.39
"53177",21.78
"53178",21.78
"53179",21.75
"53180",21.75
"53181",20.03
"53182",20.03
"53183",22.15
"53184",22.15
"53185",23.2
"53186",23.2
"53187",21.85
"53188",21.85
"53189",21.7
"53190",21.7
"53191",21.84
"53192",21.84
"53193",23.2
"53194",23.2
"53195",21.76
"53196",21.76
"53197",23.2
"53198",23.2
"53199",19.72
"53200",19.72
"53201",18.82
"53202",18.82
"53203",20.86
"53204",20.86
"53205",22.44
"53206",22.44
"53207",21.89
"53208",21.89
"53209",21.92
"53210",21.92
"53211",20.34
"53212",20.34
"53213",22.22
"53214",22.22
"53215",22.6
"53216",22.6
"53217",21.92
"53218",21.92
"53219",21.38
"53220",21.38
"53221",22.44
"53222",22.44
"53223",22.6
"53224",22.6
"53225",21.88
"53226",21.88
"53227",22.6
"53228",22.6
"53229",20.41
"53230",20.41
"53231",19.18
"53232",19.18
"53233",21.34
"53234",21.34
"53235",22.38
"53236",22.38
"53237",7.25
"53238",9
"53239",7.14
"53240",7.25
"53241",9
"53242",7.23
"53243",9
"53244",7.51
"53245",6.88
"53246",9
"53247",7.23
"53248",9
"53249",7.38
"53250",6.92
"53251",6.92
"53252",9
"53253",7.32
"53254",22.27
"53255",29.5
"53256",20.64
"53257",22.49
"53258",29.5
"53259",22.19
"53260",29.5
"53261",22.41
"53262",21.91
"53263",29.5
"53264",22.19
"53265",29.5
"53266",21.77
"53267",20.15
"53268",20.88
"53269",29.5
"53270",22.73
"53271",21.7
"53272",21.7
"53273",19.74
"53274",22.11
"53275",23
"53276",21.74
"53277",21.34
"53278",22.06
"53279",23
"53280",21.68
"53281",23
"53282",20.19
"53283",19.27
"53284",20.77
"53285",22.23
"53286",21.51
"53287",21.51
"53288",21.49
"53289",21.49
"53290",18.94
"53291",18.94
"53292",22.03
"53293",22.03
"53294",24
"53295",24
"53296",21.56
"53297",21.56
"53298",21.56
"53299",21.56
"53300",21.37
"53301",21.37
"53302",24
"53303",24
"53304",21.47
"53305",21.47
"53306",24
"53307",24
"53308",20.03
"53309",20.03
"53310",19.59
"53311",19.59
"53312",19.93
"53313",19.93
"53314",22.06
"53315",22.06
"53316",20.98
"53317",20.98
"53318",20.99
"53319",20.99
"53320",18.83
"53321",18.83
"53322",21.43
"53323",21.43
"53324",22.2
"53325",22.2
"53326",21
"53327",21
"53328",20.06
"53329",20.06
"53330",21.95
"53331",21.95
"53332",22.2
"53333",22.2
"53334",20.96
"53335",20.96
"53336",22.2
"53337",22.2
"53338",20.16
"53339",20.16
"53340",18.68
"53341",18.68
"53342",20.18
"53343",20.18
"53344",21.39
"53345",21.39
"53346",21.78
"53347",21.78
"53348",21.75
"53349",21.75
"53350",20.03
"53351",20.03
"53352",22.15
"53353",22.15
"53354",23.2
"53355",23.2
"53356",21.85
"53357",21.85
"53358",21.7
"53359",21.7
"53360",21.84
"53361",21.84
"53362",23.2
"53363",23.2
"53364",21.76
"53365",21.76
"53366",23.2
"53367",23.2
"53368",19.72
"53369",19.72
"53370",18.82
"53371",18.82
"53372",20.86
"53373",20.86
"53374",22.44
"53375",22.44
"53376",21.89
"53377",21.89
"53378",21.92
"53379",21.92
"53380",20.34
"53381",20.34
"53382",22.22
"53383",22.22
"53384",22.6
"53385",22.6
"53386",21.92
"53387",21.92
"53388",21.38
"53389",21.38
"53390",22.44
"53391",22.44
"53392",22.6
"53393",22.6
"53394",21.88
"53395",21.88
"53396",22.6
"53397",22.6
"53398",20.41
"53399",20.41
"53400",19.18
"53401",19.18
"53402",21.34
"53403",21.34
"53404",22.38
"53405",22.38
"53406",7.25
"53407",9
"53408",7.14
"53409",7.25
"53410",9
"53411",7.23
"53412",9
"53413",7.51
"53414",6.88
"53415",9
"53416",7.23
"53417",9
"53418",7.38
"53419",6.92
"53420",6.92
"53421",9
"53422",7.32
"53423",22.29
"53424",22.29
"53425",22.29
"53426",20.86
"53427",20.86
"53428",21.82
"53429",20.28
"53430",20.86
"53431",20.97
"53432",20.97
"53433",20.97
"53434",20.97
"53435",22.36
"53436",22.36
"53437",20.11
"53438",20.11
"53439",20.97
"53440",20.97
"53441",21.55
"53442",21.55
"53443",21.55
"53444",21.55
"53445",22.73
"53446",22.73
"53447",20.83
"53448",20.83
"53449",21.55
"53450",21.55
"53451",20.14
"53452",20.14
"53453",20.14
"53454",20.14
"53455",21
"53456",21
"53457",19.61
"53458",19.61
"53459",20.14
"53460",20.14
"53461",20.34
"53462",20.34
"53463",20.34
"53464",20.34
"53465",20.64
"53466",20.64
"53467",20.17
"53468",20.17
"53469",20.34
"53470",20.34
"53471",7.43
"53472",7.43
"53473",7.43
"53474",22.29
"53475",22.29
"53476",22.29
"53477",20.86
"53478",20.86
"53479",21.82
"53480",20.28
"53481",20.86
"53482",20.97
"53483",20.97
"53484",20.97
"53485",20.97
"53486",22.36
"53487",22.36
"53488",20.11
"53489",20.11
"53490",20.97
"53491",20.97
"53492",21.55
"53493",21.55
"53494",21.55
"53495",21.55
"53496",22.73
"53497",22.73
"53498",20.83
"53499",20.83
"53500",21.55
"53501",21.55
"53502",20.14
"53503",20.14
"53504",20.14
"53505",20.14
"53506",21
"53507",21
"53508",19.61
"53509",19.61
"53510",20.14
"53511",20.14
"53512",20.34
"53513",20.34
"53514",20.34
"53515",20.34
"53516",20.64
"53517",20.64
"53518",20.17
"53519",20.17
"53520",20.34
"53521",20.34
"53522",7.43
"53523",7.43
"53524",7.43
"53525",22.49
"53526",22.51
"53527",21
"53528",20.3
"53529",22.68
"53530",21.33
"53531",22.51
"53532",21
"53533",23.05
"53534",21.82
"53535",21
"53536",22.52
"53537",21.33
"53538",23.17
"53539",21
"53540",22.38
"53541",23.04
"53542",17.18
"53543",23.27
"53544",23.75
"53545",20.6
"53546",23.27
"53547",23.6
"53548",23.03
"53549",23.75
"53550",22.62
"53551",23.63
"53552",23.75
"53553",23.03
"53554",23.6
"53555",24.63
"53556",23.75
"53557",22.92
"53558",22.5
"53559",22.5
"53560",16
"53561",16
"53562",22.78
"53563",22.78
"53564",21.75
"53565",19.6
"53566",19.6
"53567",22.79
"53568",22.79
"53569",22.4
"53570",22.51
"53571",22.51
"53572",21.75
"53573",22.63
"53574",22.63
"53575",22.32
"53576",22.32
"53577",21.75
"53578",22.5
"53579",22.5
"53580",22.4
"53581",24
"53582",24
"53583",21.75
"53584",22.41
"53585",22.41
"53586",22.65
"53587",22.65
"53588",17.09
"53589",17.09
"53590",22.87
"53591",22.87
"53592",23.25
"53593",23.25
"53594",20.2
"53595",20.2
"53596",22.87
"53597",22.87
"53598",23.4
"53599",23.4
"53600",22.64
"53601",22.64
"53602",23.25
"53603",23.25
"53604",21.87
"53605",21.87
"53606",23.78
"53607",23.78
"53608",23.25
"53609",23.25
"53610",22.63
"53611",22.63
"53612",23.4
"53613",23.4
"53614",22.88
"53615",22.88
"53616",23.25
"53617",23.25
"53618",22.54
"53619",22.54
"53620",23.41
"53621",23.41
"53622",18
"53623",18
"53624",23.6
"53625",23.6
"53626",25.25
"53627",25.25
"53628",21.56
"53629",21.56
"53630",23.57
"53631",23.57
"53632",24.4
"53633",24.4
"53634",23.38
"53635",23.38
"53636",25.25
"53637",25.25
"53638",23.1
"53639",23.1
"53640",23.79
"53641",23.79
"53642",25.25
"53643",25.25
"53644",23.39
"53645",23.39
"53646",24.4
"53647",24.4
"53648",26
"53649",26
"53650",25.25
"53651",25.25
"53652",23.28
"53653",23.28
"53654",23.1
"53655",23.1
"53656",17.55
"53657",17.55
"53658",23.31
"53659",23.31
"53660",24.25
"53661",24.25
"53662",20.72
"53663",20.72
"53664",23.31
"53665",23.31
"53666",24
"53667",24
"53668",23.08
"53669",23.08
"53670",24.25
"53671",24.25
"53672",22.34
"53673",22.34
"53674",24.18
"53675",24.18
"53676",24.25
"53677",24.25
"53678",23.08
"53679",23.08
"53680",24
"53681",24
"53682",24.88
"53683",24.88
"53684",24.25
"53685",24.25
"53686",22.96
"53687",22.96
"53688",7.31
"53689",7.31
"53690",7
"53691",6.7
"53692",7.37
"53693",6.67
"53694",7.31
"53695",7
"53696",7.47
"53697",7.11
"53698",7
"53699",7.32
"53700",6.67
"53701",7.33
"53702",7
"53703",7.25
"53704",22.49
"53705",22.51
"53706",21
"53707",20.3
"53708",22.68
"53709",21.33
"53710",22.51
"53711",21
"53712",23.05
"53713",21.82
"53714",21
"53715",22.52
"53716",21.33
"53717",23.17
"53718",21
"53719",22.38
"53720",23.04
"53721",17.18
"53722",23.27
"53723",23.75
"53724",20.6
"53725",23.27
"53726",23.6
"53727",23.03
"53728",23.75
"53729",22.62
"53730",23.63
"53731",23.75
"53732",23.03
"53733",23.6
"53734",24.63
"53735",23.75
"53736",22.92
"53737",22.5
"53738",22.5
"53739",16
"53740",16
"53741",22.78
"53742",22.78
"53743",21.75
"53744",19.6
"53745",19.6
"53746",22.79
"53747",22.79
"53748",22.4
"53749",22.51
"53750",22.51
"53751",21.75
"53752",22.63
"53753",22.63
"53754",22.32
"53755",22.32
"53756",21.75
"53757",22.5
"53758",22.5
"53759",22.4
"53760",24
"53761",24
"53762",21.75
"53763",22.41
"53764",22.41
"53765",22.65
"53766",22.65
"53767",17.09
"53768",17.09
"53769",22.87
"53770",22.87
"53771",23.25
"53772",23.25
"53773",20.2
"53774",20.2
"53775",22.87
"53776",22.87
"53777",23.4
"53778",23.4
"53779",22.64
"53780",22.64
"53781",23.25
"53782",23.25
"53783",21.87
"53784",21.87
"53785",23.78
"53786",23.78
"53787",23.25
"53788",23.25
"53789",22.63
"53790",22.63
"53791",23.4
"53792",23.4
"53793",22.88
"53794",22.88
"53795",23.25
"53796",23.25
"53797",22.54
"53798",22.54
"53799",23.41
"53800",23.41
"53801",18
"53802",18
"53803",23.6
"53804",23.6
"53805",25.25
"53806",25.25
"53807",21.56
"53808",21.56
"53809",23.57
"53810",23.57
"53811",24.4
"53812",24.4
"53813",23.38
"53814",23.38
"53815",25.25
"53816",25.25
"53817",23.1
"53818",23.1
"53819",23.79
"53820",23.79
"53821",25.25
"53822",25.25
"53823",23.39
"53824",23.39
"53825",24.4
"53826",24.4
"53827",26
"53828",26
"53829",25.25
"53830",25.25
"53831",23.28
"53832",23.28
"53833",23.1
"53834",23.1
"53835",17.55
"53836",17.55
"53837",23.31
"53838",23.31
"53839",24.25
"53840",24.25
"53841",20.72
"53842",20.72
"53843",23.31
"53844",23.31
"53845",24
"53846",24
"53847",23.08
"53848",23.08
"53849",24.25
"53850",24.25
"53851",22.34
"53852",22.34
"53853",24.18
"53854",24.18
"53855",24.25
"53856",24.25
"53857",23.08
"53858",23.08
"53859",24
"53860",24
"53861",24.88
"53862",24.88
"53863",24.25
"53864",24.25
"53865",22.96
"53866",22.96
"53867",7.31
"53868",7.31
"53869",7
"53870",6.7
"53871",7.37
"53872",6.67
"53873",7.31
"53874",7
"53875",7.47
"53876",7.11
"53877",7
"53878",7.32
"53879",6.67
"53880",7.33
"53881",7
"53882",7.25
"53883",23.41
"53884",23.41
"53885",23.41
"53886",23.9
"53887",23.12
"53888",23.41
"53889",23.65
"53890",23.65
"53891",23.38
"53892",23.68
"53893",23.65
"53894",23.24
"53895",24.06
"53896",23.65
"53897",23.52
"53898",22.93
"53899",22.93
"53900",22.93
"53901",22.93
"53902",22.13
"53903",23.03
"53904",23.03
"53905",22.93
"53906",22.93
"53907",22.53
"53908",22.53
"53909",23.32
"53910",23.32
"53911",22.93
"53912",22.93
"53913",22.79
"53914",22.79
"53915",23.06
"53916",23.06
"53917",23.06
"53918",23.06
"53919",22.25
"53920",22.25
"53921",23.17
"53922",23.17
"53923",23.06
"53924",23.06
"53925",22.21
"53926",22.21
"53927",23.91
"53928",23.91
"53929",23.06
"53930",23.06
"53931",22.98
"53932",22.98
"53933",24.53
"53934",24.53
"53935",24.53
"53936",24.53
"53937",24.25
"53938",24.25
"53939",24.57
"53940",24.57
"53941",24.53
"53942",24.53
"53943",25
"53944",25
"53945",24.06
"53946",24.06
"53947",24.53
"53948",24.53
"53949",24.29
"53950",24.29
"53951",23.47
"53952",23.47
"53953",23.47
"53954",23.47
"53955",24.63
"53956",24.63
"53957",23.32
"53958",23.32
"53959",23.47
"53960",23.47
"53961",22.59
"53962",22.59
"53963",24.35
"53964",24.35
"53965",23.47
"53966",23.47
"53967",23.32
"53968",23.32
"53969",7.26
"53970",7.26
"53971",7.26
"53972",7.6
"53973",7.06
"53974",7.26
"53975",23.41
"53976",23.41
"53977",23.41
"53978",23.9
"53979",23.12
"53980",23.41
"53981",23.65
"53982",23.65
"53983",23.38
"53984",23.68
"53985",23.65
"53986",23.24
"53987",24.06
"53988",23.65
"53989",23.52
"53990",22.93
"53991",22.93
"53992",22.93
"53993",22.93
"53994",22.13
"53995",23.03
"53996",23.03
"53997",22.93
"53998",22.93
"53999",22.53
"54000",22.53
"54001",23.32
"54002",23.32
"54003",22.93
"54004",22.93
"54005",22.79
"54006",22.79
"54007",23.06
"54008",23.06
"54009",23.06
"54010",23.06
"54011",22.25
"54012",22.25
"54013",23.17
"54014",23.17
"54015",23.06
"54016",23.06
"54017",22.21
"54018",22.21
"54019",23.91
"54020",23.91
"54021",23.06
"54022",23.06
"54023",22.98
"54024",22.98
"54025",24.53
"54026",24.53
"54027",24.53
"54028",24.53
"54029",24.25
"54030",24.25
"54031",24.57
"54032",24.57
"54033",24.53
"54034",24.53
"54035",25
"54036",25
"54037",24.06
"54038",24.06
"54039",24.53
"54040",24.53
"54041",24.29
"54042",24.29
"54043",23.47
"54044",23.47
"54045",23.47
"54046",23.47
"54047",24.63
"54048",24.63
"54049",23.32
"54050",23.32
"54051",23.47
"54052",23.47
"54053",22.59
"54054",22.59
"54055",24.35
"54056",24.35
"54057",23.47
"54058",23.47
"54059",23.32
"54060",23.32
"54061",7.26
"54062",7.26
"54063",7.26
"54064",7.6
"54065",7.06
"54066",7.26
"54067",22.31
"54068",22.31
"54069",22.31
"54070",22.31
"54071",22
"54072",22
"54073",21.7
"54074",22.11
"54075",22
"54076",21.04
"54077",23.57
"54078",22
"54079",20.19
"54080",20.19
"54081",20.19
"54082",20.19
"54083",19.2
"54084",19.2
"54085",20.56
"54086",20.56
"54087",20.19
"54088",20.19
"54089",19.91
"54090",19.91
"54091",20.64
"54092",20.64
"54093",20.19
"54094",20.19
"54095",21.41
"54096",21.41
"54097",21.41
"54098",21.41
"54099",21.6
"54100",21.6
"54101",21.33
"54102",21.33
"54103",21.41
"54104",21.41
"54105",20
"54106",20
"54107",23.71
"54108",23.71
"54109",21.41
"54110",21.41
"54111",22.76
"54112",22.76
"54113",22.76
"54114",22.76
"54115",21.6
"54116",21.6
"54117",23.19
"54118",23.19
"54119",22.76
"54120",22.76
"54121",22.04
"54122",22.04
"54123",23.93
"54124",23.93
"54125",22.76
"54126",22.76
"54127",22.86
"54128",22.86
"54129",22.86
"54130",22.86
"54131",23
"54132",23
"54133",22.81
"54134",22.81
"54135",22.86
"54136",22.86
"54137",21.48
"54138",21.48
"54139",25.14
"54140",25.14
"54141",22.86
"54142",22.86
"54143",8
"54144",8
"54145",8
"54146",8
"54147",22.31
"54148",22.31
"54149",22.31
"54150",22.31
"54151",22
"54152",22
"54153",21.7
"54154",22.11
"54155",22
"54156",21.04
"54157",23.57
"54158",22
"54159",20.19
"54160",20.19
"54161",20.19
"54162",20.19
"54163",19.2
"54164",19.2
"54165",20.56
"54166",20.56
"54167",20.19
"54168",20.19
"54169",19.91
"54170",19.91
"54171",20.64
"54172",20.64
"54173",20.19
"54174",20.19
"54175",21.41
"54176",21.41
"54177",21.41
"54178",21.41
"54179",21.6
"54180",21.6
"54181",21.33
"54182",21.33
"54183",21.41
"54184",21.41
"54185",20
"54186",20
"54187",23.71
"54188",23.71
"54189",21.41
"54190",21.41
"54191",22.76
"54192",22.76
"54193",22.76
"54194",22.76
"54195",21.6
"54196",21.6
"54197",23.19
"54198",23.19
"54199",22.76
"54200",22.76
"54201",22.04
"54202",22.04
"54203",23.93
"54204",23.93
"54205",22.76
"54206",22.76
"54207",22.86
"54208",22.86
"54209",22.86
"54210",22.86
"54211",23
"54212",23
"54213",22.81
"54214",22.81
"54215",22.86
"54216",22.86
"54217",21.48
"54218",21.48
"54219",25.14
"54220",25.14
"54221",22.86
"54222",22.86
"54223",8
"54224",8
"54225",8
"54226",8
"54227",22.42
"54228",22.72
"54229",17
"54230",17
"54231",22.72
"54232",17
"54233",23.36
"54234",21.71
"54235",17
"54236",22.72
"54237",17
"54238",17
"54239",22.15
"54240",17
"54241",22.6
"54242",22.26
"54243",17
"54244",22.86
"54245",21.28
"54246",17
"54247",22.26
"54248",17
"54249",17
"54250",21.08
"54251",21.08
"54252",15
"54253",21.67
"54254",21.67
"54255",21.21
"54256",21.21
"54257",15
"54258",22.21
"54259",22.21
"54260",19.61
"54261",19.61
"54262",15
"54263",21.21
"54264",21.21
"54265",15
"54266",15
"54267",21.92
"54268",21.92
"54269",17
"54270",22.38
"54271",22.38
"54272",22.02
"54273",22.02
"54274",17
"54275",22.52
"54276",22.52
"54277",21.22
"54278",21.22
"54279",17
"54280",22.02
"54281",22.02
"54282",17
"54283",17
"54284",22.9
"54285",22.9
"54286",16
"54287",23.19
"54288",23.19
"54289",23.04
"54290",23.04
"54291",16
"54292",23.72
"54293",23.72
"54294",21.94
"54295",21.94
"54296",16
"54297",23.04
"54298",23.04
"54299",16
"54300",16
"54301",22.33
"54302",22.33
"54303",19
"54304",22.81
"54305",22.81
"54306",22.4
"54307",22.4
"54308",19
"54309",22.72
"54310",22.72
"54311",21.89
"54312",21.89
"54313",19
"54314",22.4
"54315",22.4
"54316",19
"54317",19
"54318",7.26
"54319",7.22
"54320",8
"54321",8
"54322",7.22
"54323",8
"54324",7.36
"54325",7
"54326",8
"54327",7.22
"54328",8
"54329",8
"54330",22.42
"54331",22.72
"54332",17
"54333",17
"54334",22.72
"54335",17
"54336",23.36
"54337",21.71
"54338",17
"54339",22.72
"54340",17
"54341",17
"54342",22.15
"54343",17
"54344",22.6
"54345",22.26
"54346",17
"54347",22.86
"54348",21.28
"54349",17
"54350",22.26
"54351",17
"54352",17
"54353",21.08
"54354",21.08
"54355",15
"54356",21.67
"54357",21.67
"54358",21.21
"54359",21.21
"54360",15
"54361",22.21
"54362",22.21
"54363",19.61
"54364",19.61
"54365",15
"54366",21.21
"54367",21.21
"54368",15
"54369",15
"54370",21.92
"54371",21.92
"54372",17
"54373",22.38
"54374",22.38
"54375",22.02
"54376",22.02
"54377",17
"54378",22.52
"54379",22.52
"54380",21.22
"54381",21.22
"54382",17
"54383",22.02
"54384",22.02
"54385",17
"54386",17
"54387",22.9
"54388",22.9
"54389",16
"54390",23.19
"54391",23.19
"54392",23.04
"54393",23.04
"54394",16
"54395",23.72
"54396",23.72
"54397",21.94
"54398",21.94
"54399",16
"54400",23.04
"54401",23.04
"54402",16
"54403",16
"54404",22.33
"54405",22.33
"54406",19
"54407",22.81
"54408",22.81
"54409",22.4
"54410",22.4
"54411",19
"54412",22.72
"54413",22.72
"54414",21.89
"54415",21.89
"54416",19
"54417",22.4
"54418",22.4
"54419",19
"54420",19
"54421",7.26
"54422",7.22
"54423",8
"54424",8
"54425",7.22
"54426",8
"54427",7.36
"54428",7
"54429",8
"54430",7.22
"54431",8
"54432",8
"54433",22.34
"54434",22.33
"54435",23
"54436",19
"54437",23.29
"54438",23
"54439",23
"54440",21.85
"54441",23.1
"54442",23
"54443",22.33
"54444",23
"54445",23
"54446",22.82
"54447",23.15
"54448",30
"54449",20.2
"54450",23.73
"54451",30
"54452",30
"54453",22.42
"54454",23.94
"54455",30
"54456",23.11
"54457",30
"54458",20.5
"54459",24.33
"54460",30
"54461",23.47
"54462",21.72
"54463",21.72
"54464",26
"54465",18.32
"54466",18.32
